Date,Team,Win,Loss,Tie,Diff,Division,Cum_Win,Cum_Loss,Cum_Tie,Cum_Diff,Season,Standing
08-22-2025,I-11 Gummy Bear Spikers,1,3,0,-22.0,I,1,3,0,-22.0,Fall,9
08-22-2025,I-02 Spike Tarts,0,4,0,-25.0,I,0,4,0,-25.0,Fall,10
08-22-2025,I-10 Volley Ranchers,0,4,0,-40.0,I,0,4,0,-40.0,Fall,11
08-22-2025,I-12 Gummy Humpers,0,4,0,-43.0,I,0,4,0,-43.0,Fall,12
09-05-2025,I-05 Sugar Rush,3,1,0,27.0,I,7,1,0,82.0,Fall,1
09-05-2025,I-08 Fudge Force,3,1,0,23.0,I,7,1,0,62.0,Fall,2
09-05-2025,I-09 Sour Pass Kids,3,1,0,14.0,I,6,2,0,18.0,Fall,3
09-05-2025,I-03 Volleypops,3,1,0,16.0,I,5,3,0,17.0,Fall,4
09-05-2025,I-04 Pelon PelonetAss,2,2,0,-14.0,I,5,3,0,7.0,Fall,5
09-05-2025,I-07 Sour Patch Aces,1,3,0,-7.0,I,4,4,0,14.0,Fall,6
09-05-2025,I-01 Sugar Spikers,2,2,0,5.0,I,4,4,0,9.0,Fall,7
09-05-2025,I-06 Candy Crushers,2,2,0,9.0,I,4,4,0,-6.0,Fall,8
09-05-2025,I-11 Gummy Bear Spikers,2,1,1,-1.0,I,3,4,1,-23.0,Fall,9
09-05-2025,I-12 Gummy Humpers,2,2,0,-7.0,I,2,6,0,-50.0,Fall,10
09-05-2025,I-10 Volley Ranchers,0,3,1,-22.0,I,0,7,1,-62.0,Fall,11
09-05-2025,I-02 Spike Tarts,0,4,0,-43.0,I,0,8,0,-68.0,Fall,12
09-12-2025,I-05 Sugar Rush,3,0,1,18.0,I,10,1,1,100.0,Fall,1
09-12-2025,I-08 Fudge Force,2,2,0,1.0,I,9,3,0,63.0,Fall,2
09-12-2025,I-09 Sour Pass Kids,3,1,0,23.0,I,9,3,0,41.0,Fall,3
09-12-2025,I-04 Pelon PelonetAss,4,0,0,23.0,I,9,3,0,30.0,Fall,4
09-12-2025,I-01 Sugar Spikers,3,1,0,11.0,I,7,5,0,20.0,Fall,5
09-12-2025,I-07 Sour Patch Aces,2,2,0,-4.0,I,6,6,0,10.0,Fall,6
09-12-2025,I-06 Candy Crushers,1,2,1,-6.0,I,5,6,1,-12.0,Fall,7
09-12-2025,I-03 Volleypops,0,4,0,-24.0,I,5,7,0,-7.0,Fall,8
09-12-2025,I-10 Volley Ranchers,3,1,0,17.0,I,3,8,1,-45.0,Fall,9
09-12-2025,I-11 Gummy Bear Spikers,0,4,0,-34.0,I,3,8,1,-57.0,Fall,10
09-12-2025,I-12 Gummy Humpers,1,3,0,-12.0,I,3,9,0,-62.0,Fall,11
09-12-2025,I-02 Spike Tarts,1,3,0,-13.0,I,1,11,0,-81.0,Fall,12
09-19-2025,I-05 Sugar Rush,4,0,0,35.0,I,14,1,1,135.0,Fall,1
09-19-2025,I-08 Fudge Force,4,0,0,36.0,I,13,3,0,99.0,Fall,2
09-19-2025,I-04 Pelon PelonetAss,4,0,0,33.0,I,13,3,0,63.0,Fall,3
09-19-2025,I-09 Sour Pass Kids,3,0,1,25.0,I,12,3,1,66.0,Fall,4
09-19-2025,I-01 Sugar Spikers,1,3,0,-6.0,I,8,8,0,14.0,Fall,5
09-19-2025,I-03 Volleypops,2,1,1,18.0,I,7,8,1,11.0,Fall,6
09-19-2025,I-06 Candy Crushers,2,2,0,13.0,I,7,8,1,1.0,Fall,7
09-19-2025,I-07 Sour Patch Aces,1,3,0,-29.0,I,7,9,0,-19.0,Fall,8
09-19-2025,I-11 Gummy Bear Spikers,1,3,0,-23.0,I,4,11,1,-80.0,Fall,9
09-19-2025,I-12 Gummy Humpers,1,3,0,-10.0,I,4,12,0,-72.0,Fall,10
09-19-2025,I-10 Volley Ranchers,0,4,0,-43.0,I,3,12,1,-88.0,Fall,11
09-19-2025,I-02 Spike Tarts,0,4,0,-49.0,I,1,15,0,-130.0,Fall,12
09-26-2025,I-05 Sugar Rush,4,0,0,28.0,I,18,1,1,163.0,Fall,1
09-26-2025,I-08 Fudge Force,4,0,0,43.0,I,17,3,0,142.0,Fall,2
09-26-2025,I-04 Pelon PelonetAss,2,2,0,-4.0,I,15,5,0,59.0,Fall,3
09-26-2025,I-09 Sour Pass Kids,2,2,0,-4.0,I,14,5,1,62.0,Fall,4
09-26-2025,I-01 Sugar Spikers,3,0,1,29.0,I,11,8,1,43.0,Fall,5
09-26-2025,I-06 Candy Crushers,3,1,0,26.0,I,10,9,1,27.0,Fall,6
09-26-2025,I-03 Volleypops,1,3,0,-17.0,I,8,11,1,-6.0,Fall,7
09-26-2025,I-07 Sour Patch Aces,0,4,0,-39.0,I,7,13,0,-58.0,Fall,8
09-26-2025,I-12 Gummy Humpers,2,2,0,-9.0,I,6,14,0,-81.0,Fall,9
09-26-2025,I-11 Gummy Bear Spikers,1,2,1,3.0,I,5,13,2,-77.0,Fall,10
09-26-2025,I-10 Volley Ranchers,0,4,0,-24.0,I,3,16,1,-112.0,Fall,11
09-26-2025,I-02 Spike Tarts,1,3,0,-32.0,I,2,18,0,-162.0,Fall,12
10-10-2025,I-05 Sugar Rush,3,1,0,22.0,I,21,2,1,185.0,Fall,1
10-10-2025,I-08 Fudge Force,4,0,0,49.0,I,21,3,0,191.0,Fall,2
10-10-2025,I-04 Pelon PelonetAss,2,2,0,7.0,I,17,7,0,66.0,Fall,3
10-10-2025,I-09 Sour Pass Kids,2,2,0,13.0,I,16,7,1,75.0,Fall,4
10-10-2025,I-01 Sugar Spikers,4,0,0,28.0,I,15,8,1,71.0,Fall,5
10-10-2025,I-03 Volleypops,3,1,0,10.0,I,11,12,1,4.0,Fall,6
10-10-2025,I-06 Candy Crushers,0,4,0,-42.0,I,10,13,1,-15.0,Fall,7
10-10-2025,I-07 Sour Patch Aces,1,3,0,-17.0,I,8,16,0,-75.0,Fall,8
10-10-2025,I-12 Gummy Humpers,2,2,0,3.0,I,8,16,0,-78.0,Fall,9
10-10-2025,I-11 Gummy Bear Spikers,2,2,0,-7.0,I,7,15,2,-84.0,Fall,10
10-10-2025,I-10 Volley Ranchers,0,4,0,-31.0,I,3,20,1,-143.0,Fall,11
10-10-2025,I-02 Spike Tarts,1,3,0,-35.0,I,3,21,0,-197.0,Fall,12
10-17-2025,I-08 Fudge Force,3,1,0,13.0,I,24,4,0,204.0,Fall,1
10-17-2025,I-05 Sugar Rush,1,3,0,-11.0,I,22,5,1,174.0,Fall,2
10-17-2025,I-09 Sour Pass Kids,4,0,0,13.0,I,20,7,1,88.0,Fall,3
10-17-2025,I-04 Pelon PelonetAss,2,1,1,-2.0,I,19,8,1,64.0,Fall,4
10-17-2025,I-01 Sugar Spikers,2,2,0,-2.0,I,17,10,1,69.0,Fall,5
10-17-2025,I-03 Volleypops,2,2,0,3.0,I,13,14,1,7.0,Fall,6
10-17-2025,I-12 Gummy Humpers,3,1,0,18.0,I,11,17,0,-60.0,Fall,7
10-17-2025,I-11 Gummy Bear Spikers,3,1,0,24.0,I,10,16,2,-60.0,Fall,8
10-17-2025,I-06 Candy Crushers,0,4,0,-16.0,I,10,17,1,-31.0,Fall,9
10-17-2025,I-07 Sour Patch Aces,1,3,0,-12.0,I,9,19,0,-87.0,Fall,10
10-17-2025,I-02 Spike Tarts,2,2,0,-6.0,I,5,23,0,-203.0,Fall,11
10-17-2025,I-10 Volley Ranchers,0,3,1,-22.0,I,3,23,2,-165.0,Fall,12
10-24-2025,I-08 Fudge Force,4,0,0,36.0,I,28,4,0,240.0,Fall,1
10-24-2025,I-05 Sugar Rush,4,0,0,23.0,I,26,5,1,197.0,Fall,2
10-24-2025,I-09 Sour Pass Kids,4,0,0,41.0,I,24,7,1,129.0,Fall,3
10-24-2025,I-01 Sugar Spikers,4,0,0,33.0,I,21,10,1,102.0,Fall,4
10-24-2025,I-04 Pelon PelonetAss,2,2,0,19.0,I,21,10,1,83.0,Fall,5
10-24-2025,I-03 Volleypops,2,2,0,14.0,I,15,16,1,21.0,Fall,6
10-24-2025,I-12 Gummy Humpers,2,2,0,-1.0,I,13,19,0,-61.0,Fall,7
10-24-2025,I-06 Candy Crushers,2,2,0,10.0,I,12,19,1,-21.0,Fall,8
10-24-2025,I-11 Gummy Bear Spikers,0,4,0,-37.0,I,10,20,2,-97.0,Fall,9
10-24-2025,I-07 Sour Patch Aces,0,4,0,-43.0,I,9,23,0,-130.0,Fall,10
10-24-2025,I-02 Spike Tarts,0,4,0,-55.0,I,5,27,0,-258.0,Fall,11
10-24-2025,I-10 Volley Ranchers,0,4,0,-40.0,I,3,27,2,-205.0,Fall,12
11-07-2025,I-08 Fudge Force,4,0,0,37.0,I,32,4,0,277.0,Fall,1
11-07-2025,I-05 Sugar Rush,2,2,0,-11.0,I,28,7,1,186.0,Fall,2
11-07-2025,I-09 Sour Pass Kids,4,0,0,43.0,I,28,7,1,172.0,Fall,3
11-07-2025,I-04 Pelon PelonetAss,4,0,0,32.0,I,25,10,1,115.0,Fall,4
11-07-2025,I-01 Sugar Spikers,3,1,0,17.0,I,24,11,1,119.0,Fall,5
11-07-2025,I-03 Volleypops,2,2,0,8.0,I,17,18,1,29.0,Fall,6
11-07-2025,I-06 Candy Crushers,1,3,0,-19.0,I,13,22,1,-40.0,Fall,7
11-07-2025,I-12 Gummy Humpers,0,4,0,-21.0,I,13,23,0,-82.0,Fall,8
11-07-2025,I-11 Gummy Bear Spikers,1,3,0,-24.0,I,11,23,2,-121.0,Fall,9
11-07-2025,I-07 Sour Patch Aces,0,4,0,-27.0,I,9,27,0,-157.0,Fall,10
11-07-2025,I-02 Spike Tarts,1,3,0,-25.0,I,6,30,0,-283.0,Fall,11
11-07-2025,I-10 Volley Ranchers,2,2,0,-10.0,I,5,29,2,-215.0,Fall,12
11-14-2025,I-08 Fudge Force,3,1,0,5.0,I,35,5,0,282.0,Fall,1
11-14-2025,I-05 Sugar Rush,4,0,0,23.0,I,32,7,1,209.0,Fall,2
11-14-2025,I-09 Sour Pass Kids,2,2,0,5.0,I,30,9,1,177.0,Fall,3
11-14-2025,I-01 Sugar Spikers,3,1,0,3.0,I,27,12,1,122.0,Fall,4
11-14-2025,I-04 Pelon PelonetAss,1,3,0,-8.0,I,26,13,1,107.0,Fall,5
11-14-2025,I-03 Volleypops,2,2,0,1.0,I,19,20,1,30.0,Fall,6
11-14-2025,I-06 Candy Crushers,3,1,0,33.0,I,16,23,1,-7.0,Fall,7
11-14-2025,I-12 Gummy Humpers,1,3,0,-6.0,I,14,26,0,-88.0,Fall,8
11-14-2025,I-11 Gummy Bear Spikers,1,3,0,-4.0,I,12,26,2,-125.0,Fall,9
11-14-2025,I-07 Sour Patch Aces,1,3,0,-19.0,I,10,30,0,-176.0,Fall,10
11-14-2025,I-10 Volley Ranchers,2,2,0,-15.0,I,7,31,2,-230.0,Fall,11
11-14-2025,I-02 Spike Tarts,1,3,0,-18.0,I,7,33,0,-301.0,Fall,12
11-21-2025,I-08 Fudge Force,3,1,0,8.0,I,38,6,0,290.0,Fall,1
11-21-2025,I-09 Sour Pass Kids,3,1,0,18.0,I,33,10,1,195.0,Fall,2
11-21-2025,I-05 Sugar Rush,0,4,0,-26.0,I,32,11,1,183.0,Fall,3
11-21-2025,I-01 Sugar Spikers,2,2,0,-4.0,I,29,14,1,118.0,Fall,4
11-21-2025,I-04 Pelon PelonetAss,3,1,0,4.0,I,29,14,1,111.0,Fall,5
11-21-2025,I-03 Volleypops,3,1,0,13.0,I,22,21,1,43.0,Fall,6
11-21-2025,I-06 Candy Crushers,1,3,0,-8.0,I,17,26,1,-15.0,Fall,7
11-21-2025,I-12 Gummy Humpers,3,1,0,0.0,I,17,27,0,-88.0,Fall,8
11-21-2025,I-11 Gummy Bear Spikers,2,2,0,9.0,I,14,28,2,-116.0,Fall,9
11-21-2025,I-07 Sour Patch Aces,2,2,0,4.0,I,12,32,0,-172.0,Fall,10
11-21-2025,I-10 Volley Ranchers,1,3,0,-9.0,I,8,34,2,-239.0,Fall,11
11-21-2025,I-02 Spike Tarts,1,3,0,-9.0,I,8,36,0,-310.0,Fall,12
08-22-2025,P-09 Taste My Rainbow,4,0,0,19.0,P,4,0,0,19.0,Fall,1
08-22-2025,P-05 Jaw Breakers,3,1,0,21.0,P,3,1,0,21.0,Fall,2
08-22-2025,P-01 Pop rocks cock blocks,3,1,0,14.0,P,3,1,0,14.0,Fall,3
08-22-2025,P-03 Blows Pop,2,2,0,13.0,P,2,2,0,13.0,Fall,4
08-22-2025,P-06 Hot Ta-Mamas!,2,2,0,8.0,P,2,2,0,8.0,Fall,5
08-22-2025,P-08 Nutty Buddies,1,3,0,-8.0,P,1,3,0,-8.0,Fall,6
08-22-2025,P-07 Reese’s Pieces (of ass),1,3,0,-11.0,P,1,3,0,-11.0,Fall,7
08-22-2025,P-02 Spikes and Ike’s,1,3,0,-27.0,P,1,3,0,-27.0,Fall,8
08-22-2025,P-04 The SnM’s,1,3,0,-29.0,P,1,3,0,-29.0,Fall,9
09-05-2025,P-01 Pop rocks cock blocks,4,0,0,18.0,P,7,1,0,32.0,Fall,1
09-05-2025,P-03 Blows Pop,4,0,0,32.0,P,6,2,0,45.0,Fall,2
09-05-2025,P-09 Taste My Rainbow,2,2,0,5.0,P,6,2,0,24.0,Fall,3
09-05-2025,P-05 Jaw Breakers,1,3,0,-15.0,P,4,4,0,6.0,Fall,4
09-05-2025,P-08 Nutty Buddies,3,1,0,7.0,P,4,4,0,-1.0,Fall,5
09-05-2025,P-07 Reese’s Pieces (of ass),2,2,0,-2.0,P,3,5,0,-13.0,Fall,6
09-05-2025,P-02 Spikes and Ike’s,2,2,0,8.0,P,3,5,0,-19.0,Fall,7
09-05-2025,P-06 Hot Ta-Mamas!,0,4,0,-37.0,P,2,6,0,-29.0,Fall,8
09-05-2025,P-04 The SnM’s,0,4,0,-16.0,P,1,7,0,-45.0,Fall,9
09-12-2025,P-01 Pop rocks cock blocks,3,1,0,18.0,P,10,2,0,50.0,Fall,1
09-12-2025,P-09 Taste My Rainbow,3,1,0,19.0,P,9,3,0,43.0,Fall,2
09-12-2025,P-03 Blows Pop,2,2,0,-3.0,P,8,4,0,42.0,Fall,3
09-12-2025,P-08 Nutty Buddies,3,1,0,15.0,P,7,5,0,14.0,Fall,4
09-12-2025,P-07 Reese’s Pieces (of ass),2,2,0,8.0,P,5,7,0,-5.0,Fall,5
09-12-2025,P-02 Spikes and Ike’s,2,2,0,-12.0,P,5,7,0,-31.0,Fall,6
09-12-2025,P-06 Hot Ta-Mamas!,2,2,0,4.0,P,4,8,0,-25.0,Fall,7
09-12-2025,P-05 Jaw Breakers,0,4,0,-37.0,P,4,8,0,-31.0,Fall,8
09-12-2025,P-04 The SnM’s,1,3,0,-12.0,P,2,10,0,-57.0,Fall,9
09-19-2025,P-01 Pop rocks cock blocks,4,0,0,31.0,P,14,2,0,81.0,Fall,1
09-19-2025,P-09 Taste My Rainbow,3,1,0,19.0,P,12,4,0,62.0,Fall,2
09-19-2025,P-03 Blows Pop,1,3,0,-10.0,P,9,7,0,32.0,Fall,3
09-19-2025,P-05 Jaw Breakers,4,0,0,32.0,P,8,8,0,1.0,Fall,4
09-19-2025,P-08 Nutty Buddies,1,3,0,-19.0,P,8,8,0,-5.0,Fall,5
09-19-2025,P-02 Spikes and Ike’s,3,1,0,9.0,P,8,8,0,-22.0,Fall,6
09-19-2025,P-07 Reese’s Pieces (of ass),1,3,0,-22.0,P,6,10,0,-27.0,Fall,7
09-19-2025,P-06 Hot Ta-Mamas!,1,3,0,-12.0,P,5,11,0,-37.0,Fall,8
09-19-2025,P-04 The SnM’s,0,4,0,-28.0,P,2,14,0,-85.0,Fall,9
09-26-2025,P-01 Pop rocks cock blocks,2,2,0,2.0,P,16,4,0,83.0,Fall,1
09-26-2025,P-09 Taste My Rainbow,3,1,0,14.0,P,15,5,0,76.0,Fall,2
09-26-2025,P-03 Blows Pop,3,1,0,14.0,P,12,8,0,46.0,Fall,3
09-26-2025,P-05 Jaw Breakers,4,0,0,36.0,P,12,8,0,37.0,Fall,4
09-26-2025,P-08 Nutty Buddies,2,2,0,9.0,P,10,10,0,4.0,Fall,5
09-26-2025,P-02 Spikes and Ike’s,1,3,0,-16.0,P,9,11,0,-38.0,Fall,6
09-26-2025,P-07 Reese’s Pieces (of ass),1,3,0,-23.0,P,7,13,0,-50.0,Fall,7
09-26-2025,P-06 Hot Ta-Mamas!,0,4,0,-44.0,P,5,15,0,-81.0,Fall,8
09-26-2025,P-04 The SnM’s,2,2,0,8.0,P,4,16,0,-77.0,Fall,9
10-10-2025,P-01 Pop rocks cock blocks,4,0,0,21.0,P,20,4,0,104.0,Fall,1
10-10-2025,P-09 Taste My Rainbow,4,0,0,25.0,P,19,5,0,101.0,Fall,2
10-10-2025,P-03 Blows Pop,2,2,0,18.0,P,14,10,0,64.0,Fall,3
10-10-2025,P-05 Jaw Breakers,1,2,1,-9.0,P,13,10,1,28.0,Fall,4
10-10-2025,P-02 Spikes and Ike’s,4,0,0,35.0,P,13,11,0,-3.0,Fall,5
10-10-2025,P-08 Nutty Buddies,0,3,1,-26.0,P,10,13,1,-22.0,Fall,6
10-10-2025,P-07 Reese’s Pieces (of ass),0,4,0,-19.0,P,7,17,0,-69.0,Fall,7
10-10-2025,P-04 The SnM’s,2,2,0,-2.0,P,6,18,0,-79.0,Fall,8
10-10-2025,P-06 Hot Ta-Mamas!,0,4,0,-43.0,P,5,19,0,-124.0,Fall,9
10-17-2025,P-09 Taste My Rainbow,3,0,1,17.0,P,22,5,1,118.0,Fall,1
10-17-2025,P-01 Pop rocks cock blocks,2,1,1,13.0,P,22,5,1,117.0,Fall,2
10-17-2025,P-03 Blows Pop,3,1,0,8.0,P,17,11,0,72.0,Fall,3
10-17-2025,P-02 Spikes and Ike’s,2,2,0,17.0,P,15,13,0,14.0,Fall,4
10-17-2025,P-05 Jaw Breakers,0,4,0,-30.0,P,13,14,1,-2.0,Fall,5
10-17-2025,P-08 Nutty Buddies,3,1,0,14.0,P,13,14,1,-8.0,Fall,6
10-17-2025,P-07 Reese’s Pieces (of ass),3,1,0,15.0,P,10,18,0,-54.0,Fall,7
10-17-2025,P-04 The SnM’s,0,4,0,-22.0,P,6,22,0,-101.0,Fall,8
10-17-2025,P-06 Hot Ta-Mamas!,1,3,0,-32.0,P,6,22,0,-156.0,Fall,9
10-24-2025,P-01 Pop rocks cock blocks,3,1,0,19.0,P,25,6,1,136.0,Fall,1
10-24-2025,P-09 Taste My Rainbow,2,2,0,-3.0,P,24,7,1,115.0,Fall,2
10-24-2025,P-03 Blows Pop,2,2,0,-8.0,P,19,13,0,64.0,Fall,3
10-24-2025,P-02 Spikes and Ike’s,2,2,0,-1.0,P,17,15,0,13.0,Fall,4
10-24-2025,P-05 Jaw Breakers,3,1,0,16.0,P,16,15,1,14.0,Fall,5
10-24-2025,P-08 Nutty Buddies,3,1,0,3.0,P,16,15,1,-5.0,Fall,6
10-24-2025,P-07 Reese’s Pieces (of ass),1,3,0,-8.0,P,11,21,0,-62.0,Fall,7
10-24-2025,P-04 The SnM’s,2,2,0,4.0,P,8,24,0,-97.0,Fall,8
10-24-2025,P-06 Hot Ta-Mamas!,0,4,0,-22.0,P,6,26,0,-178.0,Fall,9
11-07-2025,P-01 Pop rocks cock blocks,3,1,0,27.0,P,28,7,1,163.0,Fall,1
11-07-2025,P-09 Taste My Rainbow,2,2,0,-6.0,P,26,9,1,109.0,Fall,2
11-07-2025,P-03 Blows Pop,3,1,0,4.0,P,22,14,0,68.0,Fall,3
11-07-2025,P-05 Jaw Breakers,4,0,0,51.0,P,20,15,1,65.0,Fall,4
11-07-2025,P-08 Nutty Buddies,1,3,0,-3.0,P,17,18,1,-8.0,Fall,5
11-07-2025,P-02 Spikes and Ike’s,0,4,0,-31.0,P,17,19,0,-18.0,Fall,6
11-07-2025,P-07 Reese’s Pieces (of ass),3,1,0,9.0,P,14,22,0,-53.0,Fall,7
11-07-2025,P-04 The SnM’s,1,2,1,-18.0,P,9,26,1,-115.0,Fall,8
11-07-2025,P-06 Hot Ta-Mamas!,0,3,1,-33.0,P,6,29,1,-211.0,Fall,9
11-14-2025,P-01 Pop rocks cock blocks,4,0,0,17.0,P,32,7,1,180.0,Fall,1
11-14-2025,P-09 Taste My Rainbow,2,2,0,2.0,P,28,11,1,111.0,Fall,2
11-14-2025,P-03 Blows Pop,3,1,0,17.0,P,25,15,0,85.0,Fall,3
11-14-2025,P-05 Jaw Breakers,3,0,1,22.0,P,23,15,2,87.0,Fall,4
11-14-2025,P-08 Nutty Buddies,1,2,1,-5.0,P,18,20,2,-13.0,Fall,5
11-14-2025,P-02 Spikes and Ike’s,1,3,0,-17.0,P,18,22,0,-35.0,Fall,6
11-14-2025,P-07 Reese’s Pieces (of ass),1,3,0,-8.0,P,15,25,0,-61.0,Fall,7
11-14-2025,P-04 The SnM’s,1,3,0,-9.0,P,10,29,1,-124.0,Fall,8
11-14-2025,P-06 Hot Ta-Mamas!,1,3,0,-19.0,P,7,32,1,-230.0,Fall,9
11-21-2025,P-01 Pop rocks cock blocks,3,1,0,6.0,P,35,8,1,186.0,Fall,1
11-21-2025,P-03 Blows Pop,4,0,0,28.0,P,29,15,0,113.0,Fall,2
11-21-2025,P-09 Taste My Rainbow,0,4,0,-31.0,P,28,15,1,80.0,Fall,3
11-21-2025,P-05 Jaw Breakers,3,1,0,25.0,P,26,16,2,112.0,Fall,4
11-21-2025,P-08 Nutty Buddies,1,3,0,-7.0,P,19,23,2,-20.0,Fall,5
11-21-2025,P-02 Spikes and Ike’s,0,0,4,0.0,P,18,22,4,-35.0,Fall,6
11-21-2025,P-07 Reese’s Pieces (of ass),0,0,4,0.0,P,15,25,4,-61.0,Fall,7
11-21-2025,P-04 The SnM’s,1,3,0,-21.0,P,11,32,1,-145.0,Fall,8
11-21-2025,P-06 Hot Ta-Mamas!,0,0,4,0.0,P,7,32,5,-230.0,Fall,9
08-22-2025,R-02 Guardians of The Net,4,0,0,31.0,R,4,0,0,31.0,Fall,1
08-22-2025,R-03 Thunderballz,3,1,0,22.0,R,3,1,0,22.0,Fall,2
08-22-2025,R-06 Spike Men: Days of the Slay Past,3,1,0,8.0,R,3,1,0,8.0,Fall,3
08-22-2025,R-05 The PowerPass Girls,2,2,0,-10.0,R,2,2,0,-10.0,Fall,4
08-22-2025,R-04 Spiketastic Seven,0,4,0,-21.0,R,0,4,0,-21.0,Fall,5
08-22-2025,R-01 Hulk-Smash,0,4,0,-30.0,R,0,4,0,-30.0,Fall,6
09-05-2025,R-02 Guardians of The Net,3,1,0,17.0,R,7,1,0,48.0,Fall,1
09-05-2025,R-03 Thunderballz,3,1,0,7.0,R,6,2,0,29.0,Fall,2
09-05-2025,R-06 Spike Men: Days of the Slay Past,0,4,0,-24.0,R,3,5,0,-16.0,Fall,3
09-05-2025,R-01 Hulk-Smash,3,1,0,6.0,R,3,5,0,-24.0,Fall,4
09-05-2025,R-05 The PowerPass Girls,1,3,0,-26.0,R,3,5,0,-36.0,Fall,5
09-05-2025,R-04 Spiketastic Seven,2,2,0,20.0,R,2,6,0,-1.0,Fall,6
09-12-2025,R-02 Guardians of The Net,3,1,0,13.0,R,10,2,0,61.0,Fall,1
09-12-2025,R-03 Thunderballz,4,0,0,16.0,R,10,2,0,45.0,Fall,2
09-12-2025,R-06 Spike Men: Days of the Slay Past,2,2,0,-3.0,R,5,7,0,-19.0,Fall,3
09-12-2025,R-01 Hulk-Smash,1,3,0,-12.0,R,4,8,0,-36.0,Fall,4
09-12-2025,R-05 The PowerPass Girls,1,3,0,-10.0,R,4,8,0,-46.0,Fall,5
09-12-2025,R-04 Spiketastic Seven,1,3,0,-4.0,R,3,9,0,-5.0,Fall,6
09-19-2025,R-02 Guardians of The Net,4,0,0,25.0,R,14,2,0,86.0,Fall,1
09-19-2025,R-03 Thunderballz,3,0,1,22.0,R,13,2,1,67.0,Fall,2
09-19-2025,R-06 Spike Men: Days of the Slay Past,2,1,1,8.0,R,7,8,1,-11.0,Fall,3
09-19-2025,R-05 The PowerPass Girls,2,2,0,0.0,R,6,10,0,-46.0,Fall,4
09-19-2025,R-01 Hulk-Smash,0,4,0,-30.0,R,4,12,0,-66.0,Fall,5
09-19-2025,R-04 Spiketastic Seven,0,4,0,-25.0,R,3,13,0,-30.0,Fall,6
09-26-2025,R-02 Guardians of The Net,3,1,0,12.0,R,17,3,0,98.0,Fall,1
09-26-2025,R-03 Thunderballz,3,1,0,23.0,R,16,3,1,90.0,Fall,2
09-26-2025,R-06 Spike Men: Days of the Slay Past,3,1,0,7.0,R,10,9,1,-4.0,Fall,3
09-26-2025,R-05 The PowerPass Girls,1,3,0,-3.0,R,7,13,0,-49.0,Fall,4
09-26-2025,R-01 Hulk-Smash,2,2,0,-4.0,R,6,14,0,-70.0,Fall,5
09-26-2025,R-04 Spiketastic Seven,0,4,0,-35.0,R,3,17,0,-65.0,Fall,6
10-10-2025,R-03 Thunderballz,4,0,0,34.0,R,20,3,1,124.0,Fall,1
10-10-2025,R-02 Guardians of The Net,2,2,0,-8.0,R,19,5,0,90.0,Fall,2
10-10-2025,R-06 Spike Men: Days of the Slay Past,1,3,0,-8.0,R,11,12,1,-12.0,Fall,3
10-10-2025,R-05 The PowerPass Girls,3,1,0,16.0,R,10,14,0,-33.0,Fall,4
10-10-2025,R-01 Hulk-Smash,1,3,0,-6.0,R,7,17,0,-76.0,Fall,5
10-10-2025,R-04 Spiketastic Seven,1,3,0,-28.0,R,4,20,0,-93.0,Fall,6
10-17-2025,R-03 Thunderballz,3,1,0,17.0,R,23,4,1,141.0,Fall,1
10-17-2025,R-02 Guardians of The Net,4,0,0,35.0,R,23,5,0,125.0,Fall,2
10-17-2025,R-06 Spike Men: Days of the Slay Past,2,2,0,-1.0,R,13,14,1,-13.0,Fall,3
10-17-2025,R-05 The PowerPass Girls,0,4,0,-30.0,R,10,18,0,-63.0,Fall,4
10-17-2025,R-01 Hulk-Smash,1,3,0,-16.0,R,8,20,0,-92.0,Fall,5
10-17-2025,R-04 Spiketastic Seven,2,2,0,-5.0,R,6,22,0,-98.0,Fall,6
10-24-2025,R-03 Thunderballz,4,0,0,17.0,R,27,4,1,158.0,Fall,1
10-24-2025,R-02 Guardians of The Net,2,2,0,12.0,R,25,7,0,137.0,Fall,2
10-24-2025,R-06 Spike Men: Days of the Slay Past,2,2,0,-3.0,R,15,16,1,-16.0,Fall,3
10-24-2025,R-05 The PowerPass Girls,2,2,0,3.0,R,12,20,0,-60.0,Fall,4
10-24-2025,R-01 Hulk-Smash,2,2,0,0.0,R,10,22,0,-92.0,Fall,5
10-24-2025,R-04 Spiketastic Seven,0,4,0,-29.0,R,6,26,0,-127.0,Fall,6
11-07-2025,R-03 Thunderballz,4,0,0,43.0,R,31,4,1,201.0,Fall,1
11-07-2025,R-02 Guardians of The Net,1,3,0,-12.0,R,26,10,0,125.0,Fall,2
11-07-2025,R-06 Spike Men: Days of the Slay Past,1,3,0,-31.0,R,16,19,1,-47.0,Fall,3
11-07-2025,R-05 The PowerPass Girls,3,1,0,23.0,R,15,21,0,-37.0,Fall,4
11-07-2025,R-01 Hulk-Smash,1,3,0,-18.0,R,11,25,0,-110.0,Fall,5
11-07-2025,R-04 Spiketastic Seven,2,2,0,-5.0,R,8,28,0,-132.0,Fall,6
11-14-2025,R-03 Thunderballz,3,1,0,-6.0,R,34,5,1,195.0,Fall,1
11-14-2025,R-02 Guardians of The Net,3,1,0,20.0,R,29,11,0,145.0,Fall,2
11-14-2025,R-05 The PowerPass Girls,3,1,0,10.0,R,18,22,0,-27.0,Fall,3
