Date,Team,Win,Loss,Tie,Diff,Division,Cum_Win,Cum_Loss,Cum_Tie,Cum_Diff,Season,Standing
04-10-2026,P-03 Serving Neat and Naked,3,1,0,12.0,P,14,17,1,-30.0,Spring,6
04-10-2026,P-02 Serve Me Daddy,3,1,0,15.0,P,14,18,0,-31.0,Spring,7
04-10-2026,P-01 Matcha and Serve,0,4,0,-27.0,P,11,20,1,-96.0,Spring,8
04-10-2026,P-05 Pour Decisions,1,3,0,-13.0,P,4,28,0,-258.0,Spring,9
04-17-2026,P-07 Whiskey Business,4,0,0,66.0,P,27,8,1,291.0,Spring,1
04-17-2026,P-09 Don Julio’s,2,2,0,10.0,P,25,8,3,209.0,Spring,2
04-17-2026,P-08 Baddie baddie shot o’clock,4,0,0,64.0,P,22,13,1,95.0,Spring,3
04-17-2026,P-06 Six on the Beach,3,1,0,4.0,P,21,15,0,24.0,Spring,4
04-17-2026,P-04 Aperol Spikez,2,2,0,34.0,P,17,18,1,-26.0,Spring,5
04-17-2026,P-02 Serve Me Daddy,2,2,0,36.0,P,16,20,0,5.0,Spring,6
04-17-2026,P-03 Serving Neat and Naked,1,3,0,-14.0,P,15,20,1,-44.0,Spring,7
04-17-2026,P-01 Matcha and Serve,0,4,0,-100.0,P,11,24,1,-196.0,Spring,8
04-17-2026,P-05 Pour Decisions,0,4,0,-100.0,P,4,32,0,-358.0,Spring,9
04-24-2026,P-07 Whiskey Business,2,2,0,-1.0,P,29,10,1,290.0,Spring,1
04-24-2026,P-09 Don Julio’s,3,1,0,29.0,P,28,9,3,238.0,Spring,2
04-24-2026,P-08 Baddie baddie shot o’clock,4,0,0,29.0,P,26,13,1,124.0,Spring,3
04-24-2026,P-06 Six on the Beach,0,4,0,-20.0,P,21,19,0,4.0,Spring,4
04-24-2026,P-02 Serve Me Daddy,4,0,0,21.0,P,20,20,0,26.0,Spring,5
04-24-2026,P-04 Aperol Spikez,2,2,0,3.0,P,19,20,1,-23.0,Spring,6
04-24-2026,P-03 Serving Neat and Naked,0,4,0,-32.0,P,15,24,1,-76.0,Spring,7
04-24-2026,P-01 Matcha and Serve,3,1,0,-2.0,P,14,25,1,-198.0,Spring,8
04-24-2026,P-05 Pour Decisions,0,4,0,-27.0,P,4,36,0,-385.0,Spring,9
05-01-2026,P-07 Whiskey Business,0,0,0,0.0,P,29,10,1,290.0,Spring,1
05-01-2026,P-09 Don Julio’s,0,0,0,0.0,P,28,9,3,238.0,Spring,2
05-01-2026,P-08 Baddie baddie shot o’clock,0,0,0,0.0,P,26,13,1,124.0,Spring,3
05-01-2026,P-06 Six on the Beach,0,0,0,0.0,P,21,19,0,4.0,Spring,4
05-01-2026,P-02 Serve Me Daddy,0,0,0,0.0,P,20,20,0,26.0,Spring,5
05-01-2026,P-04 Aperol Spikez,0,0,0,0.0,P,19,20,1,-23.0,Spring,6
05-01-2026,P-03 Serving Neat and Naked,0,0,0,0.0,P,15,24,1,-76.0,Spring,7
05-01-2026,P-01 Matcha and Serve,0,0,0,0.0,P,14,25,1,-198.0,Spring,8
05-01-2026,P-05 Pour Decisions,0,0,0,0.0,P,4,36,0,-385.0,Spring,9
01-30-2026,R-07 Blockness Monsters,4,0,0,33.0,R,4,0,0,33.0,Spring,1
01-30-2026,R-06 Pegasets,4,0,0,27.0,R,4,0,0,27.0,Spring,2
01-30-2026,R-02 KrakenBalls,4,0,0,21.0,R,4,0,0,21.0,Spring,3
01-30-2026,R-09 Volley Valkyries,2,2,0,11.0,R,2,2,0,11.0,Spring,4
01-30-2026,R-08 Spikesus,2,2,0,-6.0,R,2,2,0,-6.0,Spring,5
01-30-2026,R-03 Serverus,2,2,0,-12.0,R,2,2,0,-12.0,Spring,6
01-30-2026,R-01 Dragon Slayers,0,4,0,-21.0,R,0,4,0,-21.0,Spring,7
01-30-2026,R-04 Digfoot,0,4,0,-21.0,R,0,4,0,-21.0,Spring,8
01-30-2026,R-05 Blockunawa,0,4,0,-32.0,R,0,4,0,-32.0,Spring,9
02-06-2026,R-02 KrakenBalls,3,1,0,19.0,R,7,1,0,40.0,Spring,1
02-06-2026,R-09 Volley Valkyries,4,0,0,30.0,R,6,2,0,41.0,Spring,2
02-06-2026,R-06 Pegasets,2,2,0,-3.0,R,6,2,0,24.0,Spring,3
02-06-2026,R-08 Spikesus,3,1,0,23.0,R,5,3,0,17.0,Spring,4
02-06-2026,R-07 Blockness Monsters,0,4,0,-27.0,R,4,4,0,6.0,Spring,5
02-06-2026,R-01 Dragon Slayers,3,1,0,17.0,R,3,5,0,-4.0,Spring,6
02-06-2026,R-05 Blockunawa,3,1,0,21.0,R,3,5,0,-11.0,Spring,7
02-06-2026,R-03 Serverus,0,4,0,-38.0,R,2,6,0,-50.0,Spring,8
02-06-2026,R-04 Digfoot,0,4,0,-42.0,R,0,8,0,-63.0,Spring,9
02-20-2026,R-06 Pegasets,4,0,0,43.0,R,10,2,0,67.0,Spring,1
02-20-2026,R-09 Volley Valkyries,3,1,0,13.0,R,9,3,0,54.0,Spring,2
02-20-2026,R-02 KrakenBalls,2,2,0,-1.0,R,9,3,0,39.0,Spring,3
02-20-2026,R-08 Spikesus,3,1,0,24.0,R,8,4,0,41.0,Spring,4
02-20-2026,R-01 Dragon Slayers,2,2,0,3.0,R,5,7,0,-1.0,Spring,5
02-20-2026,R-07 Blockness Monsters,1,3,0,-11.0,R,5,7,0,-5.0,Spring,6
02-20-2026,R-05 Blockunawa,2,2,0,-13.0,R,5,7,0,-24.0,Spring,7
02-20-2026,R-03 Serverus,0,4,0,-42.0,R,2,10,0,-92.0,Spring,8
02-20-2026,R-04 Digfoot,1,3,0,-16.0,R,1,11,0,-79.0,Spring,9
02-27-2026,R-09 Volley Valkyries,4,0,0,41.0,R,13,3,0,95.0,Spring,1
02-27-2026,R-06 Pegasets,3,1,0,26.0,R,13,3,0,93.0,Spring,2
02-27-2026,R-02 KrakenBalls,2,2,0,12.0,R,11,5,0,51.0,Spring,3
02-27-2026,R-08 Spikesus,1,3,0,-19.0,R,9,7,0,22.0,Spring,4
02-27-2026,R-07 Blockness Monsters,2,2,0,-7.0,R,7,9,0,-12.0,Spring,5
02-27-2026,R-05 Blockunawa,2,2,0,-20.0,R,7,9,0,-44.0,Spring,6
02-27-2026,R-01 Dragon Slayers,1,3,0,-6.0,R,6,10,0,-7.0,Spring,7
02-27-2026,R-04 Digfoot,2,2,0,-5.0,R,3,13,0,-84.0,Spring,8
02-27-2026,R-03 Serverus,1,3,0,-22.0,R,3,13,0,-114.0,Spring,9
03-06-2026,R-09 Volley Valkyries,4,0,0,23.0,R,17,3,0,118.0,Spring,1
03-06-2026,R-06 Pegasets,3,1,0,1.0,R,16,4,0,94.0,Spring,2
03-06-2026,R-08 Spikesus,3,1,0,-2.0,R,12,8,0,20.0,Spring,3
03-06-2026,R-02 KrakenBalls,0,4,0,-15.0,R,11,9,0,36.0,Spring,4
03-06-2026,R-05 Blockunawa,3,1,0,17.0,R,10,10,0,-27.0,Spring,5
03-06-2026,R-07 Blockness Monsters,2,2,0,6.0,R,9,11,0,-6.0,Spring,6
03-06-2026,R-01 Dragon Slayers,2,2,0,9.0,R,8,12,0,2.0,Spring,7
03-06-2026,R-03 Serverus,1,3,0,-7.0,R,4,16,0,-121.0,Spring,8
03-06-2026,R-04 Digfoot,0,4,0,-32.0,R,3,17,0,-116.0,Spring,9
03-20-2026,R-09 Volley Valkyries,4,0,0,35.0,R,21,3,0,153.0,Spring,1
03-20-2026,R-06 Pegasets,2,2,0,-2.0,R,18,6,0,92.0,Spring,2
03-20-2026,R-08 Spikesus,2,2,0,-5.0,R,14,10,0,15.0,Spring,3
03-20-2026,R-05 Blockunawa,2,2,0,-1.0,R,12,12,0,-28.0,Spring,4
03-20-2026,R-01 Dragon Slayers,3,1,0,23.0,R,11,13,0,25.0,Spring,5
03-20-2026,R-02 KrakenBalls,0,4,0,-33.0,R,11,13,0,3.0,Spring,6
03-20-2026,R-07 Blockness Monsters,1,3,0,-18.0,R,10,14,0,-24.0,Spring,7
03-20-2026,R-03 Serverus,2,2,0,6.0,R,6,18,0,-115.0,Spring,8
03-20-2026,R-04 Digfoot,2,2,0,-5.0,R,5,19,0,-121.0,Spring,9
03-27-2026,R-09 Volley Valkyries,2,2,0,8.0,R,23,5,0,161.0,Spring,1
03-27-2026,R-06 Pegasets,4,0,0,41.0,R,22,6,0,133.0,Spring,2
03-27-2026,R-08 Spikesus,2,2,0,2.0,R,16,12,0,17.0,Spring,3
03-27-2026,R-01 Dragon Slayers,4,0,0,34.0,R,15,13,0,59.0,Spring,4
03-27-2026,R-05 Blockunawa,2,2,0,2.0,R,14,14,0,-26.0,Spring,5
03-27-2026,R-02 KrakenBalls,1,3,0,-12.0,R,12,16,0,-9.0,Spring,6
03-27-2026,R-07 Blockness Monsters,2,2,0,-10.0,R,12,16,0,-34.0,Spring,7
03-27-2026,R-03 Serverus,1,3,0,-22.0,R,7,21,0,-137.0,Spring,8
03-27-2026,R-04 Digfoot,0,4,0,-43.0,R,5,23,0,-164.0,Spring,9
04-10-2026,R-09 Volley Valkyries,3,1,0,25.0,R,26,6,0,186.0,Spring,1
04-10-2026,R-06 Pegasets,3,1,0,5.0,R,25,7,0,138.0,Spring,2
04-10-2026,R-01 Dragon Slayers,1,3,0,-8.0,R,16,16,0,51.0,Spring,3
04-10-2026,R-08 Spikesus,0,4,0,-30.0,R,16,16,0,-13.0,Spring,4
04-10-2026,R-05 Blockunawa,2,2,0,-1.0,R,16,16,0,-27.0,Spring,5
04-10-2026,R-02 KrakenBalls,3,1,0,9.0,R,15,17,0,0.0,Spring,6
04-10-2026,R-07 Blockness Monsters,3,1,0,27.0,R,15,17,0,-7.0,Spring,7
04-10-2026,R-03 Serverus,1,3,0,-22.0,R,8,24,0,-159.0,Spring,8
04-10-2026,R-04 Digfoot,2,2,0,-5.0,R,7,25,0,-169.0,Spring,9
04-17-2026,R-09 Volley Valkyries,3,1,0,10.0,R,29,7,0,196.0,Spring,1
04-17-2026,R-06 Pegasets,1,3,0,-29.0,R,26,10,0,109.0,Spring,2
04-17-2026,R-01 Dragon Slayers,4,0,0,25.0,R,20,16,0,76.0,Spring,3
04-17-2026,R-02 KrakenBalls,4,0,0,48.0,R,19,17,0,48.0,Spring,4
04-17-2026,R-07 Blockness Monsters,2,2,0,11.0,R,17,19,0,4.0,Spring,5
04-17-2026,R-08 Spikesus,1,3,0,-5.0,R,17,19,0,-18.0,Spring,6
04-17-2026,R-05 Blockunawa,1,3,0,-21.0,R,17,19,0,-48.0,Spring,7
04-17-2026,R-03 Serverus,1,3,0,-20.0,R,9,27,0,-179.0,Spring,8
04-17-2026,R-04 Digfoot,1,3,0,-19.0,R,8,28,0,-188.0,Spring,9
04-24-2026,R-09 Volley Valkyries,3,1,0,34.0,R,32,8,0,230.0,Spring,1
04-24-2026,R-06 Pegasets,3,1,0,12.0,R,29,11,0,121.0,Spring,2
04-24-2026,R-02 KrakenBalls,3,1,0,19.0,R,22,18,0,67.0,Spring,3
04-24-2026,R-01 Dragon Slayers,0,4,0,-16.0,R,20,20,0,60.0,Spring,4
04-24-2026,R-07 Blockness Monsters,3,1,0,4.0,R,20,20,0,8.0,Spring,5
04-24-2026,R-08 Spikesus,3,1,0,-4.0,R,20,20,0,-22.0,Spring,6
04-24-2026,R-05 Blockunawa,3,1,0,16.0,R,20,20,0,-32.0,Spring,7
04-24-2026,R-03 Serverus,0,4,0,-53.0,R,9,31,0,-232.0,Spring,8
04-24-2026,R-04 Digfoot,0,4,0,-12.0,R,8,32,0,-200.0,Spring,9
05-01-2026,R-09 Volley Valkyries,0,0,0,0.0,R,32,8,0,230.0,Spring,1
05-01-2026,R-06 Pegasets,0,0,0,0.0,R,29,11,0,121.0,Spring,2
05-01-2026,R-02 KrakenBalls,0,0,0,0.0,R,22,18,0,67.0,Spring,3
05-01-2026,R-01 Dragon Slayers,0,0,0,0.0,R,20,20,0,60.0,Spring,4
05-01-2026,R-07 Blockness Monsters,0,0,0,0.0,R,20,20,0,8.0,Spring,5
05-01-2026,R-08 Spikesus,0,0,0,0.0,R,20,20,0,-22.0,Spring,6
05-01-2026,R-05 Blockunawa,0,0,0,0.0,R,20,20,0,-32.0,Spring,7
05-01-2026,R-03 Serverus,0,0,0,0.0,R,9,31,0,-232.0,Spring,8
05-01-2026,R-04 Digfoot,0,0,0,0.0,R,8,32,0,-200.0,Spring,9
01-30-2026,S-10 - Count Blockula,4,0,0,45.0,S,4,0,0,45.0,Spring,1
01-30-2026,S-18 - Spike Krispies,4,0,0,16.0,S,4,0,0,16.0,Spring,2
01-30-2026,S-15 - Kanine Krunchies,3,1,0,31.0,S,3,1,0,31.0,Spring,3
01-30-2026,S-09 - Honey Nut Cheeri-Hoes,3,1,0,14.0,S,3,1,0,14.0,Spring,4
01-30-2026,S-04 - Sets With Me,3,1,0,13.0,S,3,1,0,13.0,Spring,5
01-30-2026,S-08 - Cereal Killers,3,1,0,7.0,S,3,1,0,7.0,Spring,6
01-30-2026,S-07 - Heavy Is The Crown,3,1,0,-5.0,S,3,1,0,-5.0,Spring,7
01-30-2026,S-11 - Cap'n C*nt,2,2,0,14.0,S,2,2,0,14.0,Spring,8
01-30-2026,S-06 - Frosted Freaks,2,2,0,11.0,S,2,2,0,11.0,Spring,9
01-30-2026,S-14 - Chex Appeal,2,2,0,8.0,S,2,2,0,8.0,Spring,10
01-30-2026,S-02 - I Write Sets Not Tragedies,2,2,0,1.0,S,2,2,0,1.0,Spring,11
01-30-2026,S-16 - Frosted Tips,2,2,0,-14.0,S,2,2,0,-14.0,Spring,12
01-30-2026,S-01 - Oops I Hit It Again,1,3,0,-15.0,S,1,3,0,-15.0,Spring,13
01-30-2026,S-17 - Honey Bunches of Floats,1,3,0,-21.0,S,1,3,0,-21.0,Spring,14
01-30-2026,S-12 - Anti-Block Heroes,1,3,0,-21.0,S,1,3,0,-21.0,Spring,15
01-30-2026,S-03 - Call Me If You Get Blocked,0,4,0,-26.0,S,0,4,0,-26.0,Spring,16
01-30-2026,"S-05 - My Set, My Quick (Spike It!)",0,4,0,-27.0,S,0,4,0,-27.0,Spring,17
01-30-2026,S-13 - Ace Krispies,0,4,0,-31.0,S,0,4,0,-31.0,Spring,18
02-06-2026,S-10 - Count Blockula,2,2,0,12.0,S,6,2,0,57.0,Spring,1
02-06-2026,S-15 - Kanine Krunchies,3,1,0,19.0,S,6,2,0,50.0,Spring,2
02-06-2026,S-11 - Cap'n C*nt,4,0,0,24.0,S,6,2,0,38.0,Spring,3
02-06-2026,S-16 - Frosted Tips,4,0,0,34.0,S,6,2,0,20.0,Spring,4
02-06-2026,S-07 - Heavy Is The Crown,3,1,0,14.0,S,6,2,0,9.0,Spring,5
02-06-2026,S-09 - Honey Nut Cheeri-Hoes,2,2,0,14.0,S,5,3,0,28.0,Spring,6
02-06-2026,S-04 - Sets With Me,2,2,0,-2.0,S,5,3,0,11.0,Spring,7
02-06-2026,S-18 - Spike Krispies,1,3,0,-8.0,S,5,3,0,8.0,Spring,8
02-06-2026,S-08 - Cereal Killers,2,2,0,-7.0,S,5,3,0,0.0,Spring,9
02-06-2026,S-12 - Anti-Block Heroes,3,1,0,13.0,S,4,4,0,-8.0,Spring,10
02-06-2026,S-02 - I Write Sets Not Tragedies,2,2,0,-10.0,S,4,4,0,-9.0,Spring,11
02-06-2026,S-06 - Frosted Freaks,1,3,0,-10.0,S,3,5,0,1.0,Spring,12
02-06-2026,S-14 - Chex Appeal,1,3,0,-14.0,S,3,5,0,-6.0,Spring,13
02-06-2026,S-01 - Oops I Hit It Again,1,3,0,-14.0,S,2,6,0,-29.0,Spring,14
02-06-2026,S-13 - Ace Krispies,2,2,0,-6.0,S,2,6,0,-37.0,Spring,15
02-06-2026,S-17 - Honey Bunches of Floats,1,3,0,-27.0,S,2,6,0,-48.0,Spring,16
02-06-2026,"S-05 - My Set, My Quick (Spike It!)",1,3,0,-12.0,S,1,7,0,-39.0,Spring,17
02-06-2026,S-03 - Call Me If You Get Blocked,1,3,0,-20.0,S,1,7,0,-46.0,Spring,18
02-20-2026,S-15 - Kanine Krunchies,3,1,0,14.0,S,9,3,0,64.0,Spring,1
02-20-2026,S-04 - Sets With Me,4,0,0,28.0,S,9,3,0,39.0,Spring,2
02-20-2026,S-07 - Heavy Is The Crown,3,1,0,24.0,S,9,3,0,33.0,Spring,3
02-20-2026,S-10 - Count Blockula,2,2,0,-7.0,S,8,4,0,50.0,Spring,4
02-20-2026,S-02 - I Write Sets Not Tragedies,4,0,0,32.0,S,8,4,0,23.0,Spring,5
02-20-2026,S-18 - Spike Krispies,3,1,0,4.0,S,8,4,0,12.0,Spring,6
02-20-2026,S-11 - Cap'n C*nt,1,3,0,-7.0,S,7,5,0,31.0,Spring,7
02-20-2026,S-16 - Frosted Tips,1,3,0,-7.0,S,7,5,0,13.0,Spring,8
02-20-2026,S-09 - Honey Nut Cheeri-Hoes,1,3,0,-21.0,S,6,6,0,7.0,Spring,9
02-20-2026,S-08 - Cereal Killers,1,3,0,-8.0,S,6,6,0,-8.0,Spring,10
02-20-2026,S-14 - Chex Appeal,2,2,0,4.0,S,5,7,0,-2.0,Spring,11
02-20-2026,S-06 - Frosted Freaks,2,2,0,-10.0,S,5,7,0,-9.0,Spring,12
02-20-2026,S-01 - Oops I Hit It Again,3,1,0,18.0,S,5,7,0,-11.0,Spring,13
02-20-2026,S-13 - Ace Krispies,3,1,0,-2.0,S,5,7,0,-39.0,Spring,14
02-20-2026,S-12 - Anti-Block Heroes,0,4,0,-16.0,S,4,8,0,-24.0,Spring,15
02-20-2026,"S-05 - My Set, My Quick (Spike It!)",2,2,0,-4.0,S,3,9,0,-43.0,Spring,16
02-20-2026,S-17 - Honey Bunches of Floats,1,3,0,-14.0,S,3,9,0,-62.0,Spring,17
02-20-2026,S-03 - Call Me If You Get Blocked,0,4,0,-28.0,S,1,11,0,-74.0,Spring,18
02-27-2026,S-07 - Heavy Is The Crown,3,1,0,17.0,S,12,4,0,50.0,Spring,1
02-27-2026,S-04 - Sets With Me,3,1,0,6.0,S,12,4,0,45.0,Spring,2
02-27-2026,S-02 - I Write Sets Not Tragedies,4,0,0,12.0,S,12,4,0,35.0,Spring,3
02-27-2026,S-15 - Kanine Krunchies,2,2,0,1.0,S,11,5,0,65.0,Spring,4
02-27-2026,S-10 - Count Blockula,3,1,0,13.0,S,11,5,0,63.0,Spring,5
02-27-2026,S-16 - Frosted Tips,3,1,0,9.0,S,10,6,0,22.0,Spring,6
02-27-2026,S-11 - Cap'n C*nt,2,2,0,-6.0,S,9,7,0,25.0,Spring,7
02-27-2026,S-18 - Spike Krispies,1,3,0,-15.0,S,9,7,0,-3.0,Spring,8
02-27-2026,S-01 - Oops I Hit It Again,3,1,0,21.0,S,8,8,0,10.0,Spring,9
02-27-2026,S-08 - Cereal Killers,2,2,0,-12.0,S,8,8,0,-20.0,Spring,10
02-27-2026,S-09 - Honey Nut Cheeri-Hoes,1,3,0,-5.0,S,7,9,0,2.0,Spring,11
02-27-2026,S-12 - Anti-Block Heroes,2,2,0,13.0,S,6,10,0,-11.0,Spring,12
02-27-2026,S-14 - Chex Appeal,1,3,0,-26.0,S,6,10,0,-28.0,Spring,13
02-27-2026,S-13 - Ace Krispies,1,3,0,-12.0,S,6,10,0,-51.0,Spring,14
02-27-2026,S-06 - Frosted Freaks,0,4,0,-13.0,S,5,11,0,-22.0,Spring,15
02-27-2026,"S-05 - My Set, My Quick (Spike It!)",2,2,0,6.0,S,5,11,0,-37.0,Spring,16
02-27-2026,S-17 - Honey Bunches of Floats,1,3,0,-15.0,S,4,12,0,-77.0,Spring,17
02-27-2026,S-03 - Call Me If You Get Blocked,2,2,0,6.0,S,3,13,0,-68.0,Spring,18
03-06-2026,S-15 - Kanine Krunchies,4,0,0,31.0,S,15,5,0,96.0,Spring,1
03-06-2026,S-10 - Count Blockula,3,1,0,33.0,S,14,6,0,96.0,Spring,2
03-06-2026,S-02 - I Write Sets Not Tragedies,2,2,0,7.0,S,14,6,0,42.0,Spring,3
03-06-2026,S-04 - Sets With Me,2,2,0,-8.0,S,14,6,0,37.0,Spring,4
03-06-2026,S-11 - Cap'n C*nt,4,0,0,36.0,S,13,7,0,61.0,Spring,5
03-06-2026,S-07 - Heavy Is The Crown,0,4,0,-19.0,S,12,8,0,31.0,Spring,6
03-06-2026,S-16 - Frosted Tips,1,3,0,-12.0,S,11,9,0,10.0,Spring,7
03-06-2026,S-01 - Oops I Hit It Again,3,1,0,-8.0,S,11,9,0,2.0,Spring,8
03-06-2026,S-08 - Cereal Killers,3,1,0,21.0,S,11,9,0,1.0,Spring,9
03-06-2026,S-12 - Anti-Block Heroes,4,0,0,27.0,S,10,10,0,16.0,Spring,10
03-06-2026,S-18 - Spike Krispies,0,4,0,-24.0,S,9,11,0,-27.0,Spring,11
03-06-2026,S-13 - Ace Krispies,2,1,1,-3.0,S,8,11,1,-54.0,Spring,12
03-06-2026,S-14 - Chex Appeal,1,2,1,-4.0,S,7,12,1,-32.0,Spring,13
03-06-2026,S-09 - Honey Nut Cheeri-Hoes,0,4,0,-31.0,S,7,13,0,-29.0,Spring,14
03-06-2026,S-06 - Frosted Freaks,2,2,0,-9.0,S,7,13,0,-31.0,Spring,15
03-06-2026,S-17 - Honey Bunches of Floats,2,2,0,-7.0,S,6,14,0,-84.0,Spring,16
03-06-2026,"S-05 - My Set, My Quick (Spike It!)",0,4,0,-25.0,S,5,15,0,-62.0,Spring,17
03-06-2026,S-03 - Call Me If You Get Blocked,2,2,0,-5.0,S,5,15,0,-73.0,Spring,18
03-20-2026,S-15 - Kanine Krunchies,4,0,0,38.0,S,19,5,0,134.0,Spring,1
03-20-2026,S-10 - Count Blockula,4,0,0,20.0,S,18,6,0,116.0,Spring,2
03-20-2026,S-02 - I Write Sets Not Tragedies,4,0,0,14.0,S,18,6,0,56.0,Spring,3
03-20-2026,S-04 - Sets With Me,3,1,0,10.0,S,17,7,0,47.0,Spring,4
03-20-2026,S-11 - Cap'n C*nt,2,2,0,24.0,S,15,9,0,85.0,Spring,5
03-20-2026,S-07 - Heavy Is The Crown,2,2,0,0.0,S,14,10,0,31.0,Spring,6
03-20-2026,S-12 - Anti-Block Heroes,3,1,0,47.0,S,13,11,0,63.0,Spring,7
03-20-2026,S-18 - Spike Krispies,3,1,0,53.0,S,12,12,0,26.0,Spring,8
03-20-2026,S-01 - Oops I Hit It Again,1,3,0,-10.0,S,12,12,0,-8.0,Spring,9
03-20-2026,S-08 - Cereal Killers,0,4,0,-20.0,S,11,13,0,-19.0,Spring,10
03-20-2026,S-16 - Frosted Tips,0,4,0,-100.0,S,11,13,0,-90.0,Spring,11
03-20-2026,S-06 - Frosted Freaks,2,2,0,0.0,S,9,15,0,-31.0,Spring,12
03-20-2026,S-09 - Honey Nut Cheeri-Hoes,2,2,0,-6.0,S,9,15,0,-35.0,Spring,13
03-20-2026,S-14 - Chex Appeal,1,3,0,-13.0,S,8,15,1,-45.0,Spring,14
03-20-2026,S-13 - Ace Krispies,0,4,0,-32.0,S,8,15,1,-86.0,Spring,15
03-20-2026,"S-05 - My Set, My Quick (Spike It!)",3,1,0,13.0,S,8,16,0,-49.0,Spring,16
03-20-2026,S-03 - Call Me If You Get Blocked,2,2,0,0.0,S,7,17,0,-73.0,Spring,17
03-20-2026,S-17 - Honey Bunches of Floats,0,4,0,-38.0,S,6,18,0,-122.0,Spring,18
03-27-2026,S-15 - Kanine Krunchies,4,0,0,34.0,S,23,5,0,168.0,Spring,1
03-27-2026,S-10 - Count Blockula,3,1,0,9.0,S,21,7,0,125.0,Spring,2
03-27-2026,S-02 - I Write Sets Not Tragedies,3,1,0,20.0,S,21,7,0,76.0,Spring,3
03-27-2026,S-11 - Cap'n C*nt,2,2,0,2.0,S,17,11,0,87.0,Spring,4
03-27-2026,S-04 - Sets With Me,0,4,0,-28.0,S,17,11,0,19.0,Spring,5
03-27-2026,S-07 - Heavy Is The Crown,2,2,0,6.0,S,16,12,0,37.0,Spring,6
03-27-2026,S-18 - Spike Krispies,3,1,0,27.0,S,15,13,0,53.0,Spring,7
03-27-2026,S-08 - Cereal Killers,3,1,0,15.0,S,14,14,0,-4.0,Spring,8
03-27-2026,S-01 - Oops I Hit It Again,1,2,1,-5.0,S,13,14,1,-13.0,Spring,9
03-27-2026,S-12 - Anti-Block Heroes,0,4,0,-35.0,S,13,15,0,28.0,Spring,10
03-27-2026,S-16 - Frosted Tips,2,2,0,-6.0,S,13,15,0,-96.0,Spring,11
03-27-2026,S-13 - Ace Krispies,3,1,0,14.0,S,11,16,1,-72.0,Spring,12
03-27-2026,S-03 - Call Me If You Get Blocked,4,0,0,22.0,S,11,17,0,-51.0,Spring,13
03-27-2026,S-09 - Honey Nut Cheeri-Hoes,1,3,0,-9.0,S,10,18,0,-44.0,Spring,14
03-27-2026,S-06 - Frosted Freaks,1,3,0,-15.0,S,10,18,0,-46.0,Spring,15
03-27-2026,S-14 - Chex Appeal,1,3,0,-13.0,S,9,18,1,-58.0,Spring,16
03-27-2026,"S-05 - My Set, My Quick (Spike It!)",1,3,0,-16.0,S,9,19,0,-65.0,Spring,17
03-27-2026,S-17 - Honey Bunches of Floats,1,2,1,-22.0,S,7,20,1,-144.0,Spring,18
04-10-2026,S-15 - Kanine Krunchies,4,0,0,30.0,S,27,5,0,198.0,Spring,1
04-10-2026,S-02 - I Write Sets Not Tragedies,3,1,0,0.0,S,24,8,0,76.0,Spring,2
04-10-2026,S-10 - Count Blockula,2,2,0,7.0,S,23,9,0,132.0,Spring,3
04-10-2026,S-04 - Sets With Me,3,1,0,16.0,S,20,12,0,35.0,Spring,4
04-10-2026,S-11 - Cap'n C*nt,2,2,0,8.0,S,19,13,0,95.0,Spring,5
04-10-2026,S-07 - Heavy Is The Crown,2,2,0,6.0,S,18,14,0,43.0,Spring,6
04-10-2026,S-18 - Spike Krispies,2,2,0,10.0,S,17,15,0,63.0,Spring,7
04-10-2026,S-01 - Oops I Hit It Again,2,2,0,-7.0,S,15,16,1,-20.0,Spring,8
04-10-2026,S-08 - Cereal Killers,1,3,0,-9.0,S,15,17,0,-13.0,Spring,9
04-10-2026,S-16 - Frosted Tips,2,2,0,-14.0,S,15,17,0,-110.0,Spring,10
04-10-2026,S-12 - Anti-Block Heroes,0,4,0,-29.0,S,13,19,0,-1.0,Spring,11
04-10-2026,S-09 - Honey Nut Cheeri-Hoes,3,1,0,11.0,S,13,19,0,-33.0,Spring,12
04-10-2026,S-03 - Call Me If You Get Blocked,2,2,0,-5.0,S,13,19,0,-56.0,Spring,13
04-10-2026,S-13 - Ace Krispies,1,3,0,-14.0,S,12,19,1,-86.0,Spring,14
04-10-2026,S-06 - Frosted Freaks,2,2,0,3.0,S,12,20,0,-43.0,Spring,15
04-10-2026,"S-05 - My Set, My Quick (Spike It!)",2,2,0,-1.0,S,11,21,0,-66.0,Spring,16
04-10-2026,S-14 - Chex Appeal,1,3,0,-10.0,S,10,21,1,-68.0,Spring,17
04-10-2026,S-17 - Honey Bunches of Floats,2,2,0,-2.0,S,9,22,1,-146.0,Spring,18
04-17-2026,S-15 - Kanine Krunchies,2,1,1,14.0,S,29,6,1,212.0,Spring,1
04-17-2026,S-02 - I Write Sets Not Tragedies,4,0,0,21.0,S,28,8,0,97.0,Spring,2
04-17-2026,S-10 - Count Blockula,3,0,1,25.0,S,26,9,1,157.0,Spring,3
04-17-2026,S-04 - Sets With Me,3,1,0,24.0,S,23,13,0,59.0,Spring,4
04-17-2026,S-11 - Cap'n C*nt,3,1,0,19.0,S,22,14,0,114.0,Spring,5
04-17-2026,S-07 - Heavy Is The Crown,1,3,0,-16.0,S,19,17,0,27.0,Spring,6
