Team 1,Team 1 Score,Team 2,Team 2 Score,Ref Team,Location,Date,Time
C-12 The Magic Spikebus,,C-10 Courage the Cowardly Dig,,C-14,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",7:00 PM
C-12 The Magic Spikebus,,C-10 Courage the Cowardly Dig,,C-14,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",7:00 PM
C-17 Scooby Do Me,,C-16 The IncrediBalls,,C-05,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",7:45 PM
C-17 Scooby Do Me,,C-16 The IncrediBalls,,C-05,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",7:45 PM
C-09 The Netsons,,C-08 Blocker's Home for Unimaginative Hitters,,C-07,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",7:45 PM
C-09 The Netsons,,C-08 Blocker's Home for Unimaginative Hitters,,C-07,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",7:45 PM
C-14 Diva Slayers,,C-12 The Magic Spikebus,,C-10,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",7:45 PM
C-14 Diva Slayers,,C-12 The Magic Spikebus,,C-10,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",7:45 PM
C-17 Scooby Do Me,,C-05 Dragon Ballz Deep,,C-16,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",8:30 PM
C-17 Scooby Do Me,,C-05 Dragon Ballz Deep,,C-16,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",8:30 PM
C-09 The Netsons,,C-07 Sailor Spikers,,C-08,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",8:30 PM
C-09 The Netsons,,C-07 Sailor Spikers,,C-08,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",8:30 PM
C-14 Diva Slayers,,C-10 Courage the Cowardly Dig,,C-12,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",8:30 PM
C-14 Diva Slayers,,C-10 Courage the Cowardly Dig,,C-12,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",8:30 PM
C-11 Trans Performers,,C-01 Avatar: Net Benders,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",9:15 PM
C-11 Trans Performers,,C-01 Avatar: Net Benders,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",9:15 PM
C-06 SpongeBall Spikepants,,"C-02 Ed, Edd n Edging!",,C-15,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",9:15 PM
C-06 SpongeBall Spikepants,,"C-02 Ed, Edd n Edging!",,C-15,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",9:15 PM
C-04 Peppa Dig,,"C-03 Sugar, Spike and",,C-13,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",9:15 PM
C-04 Peppa Dig,,"C-03 Sugar, Spike and",,C-13,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",9:15 PM
C-18 Straw Hat Striker,,C-11 Trans Performers,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",10:00 PM
C-18 Straw Hat Striker,,C-11 Trans Performers,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",10:00 PM
C-15 Powerpuff Passers,,C-06 SpongeBall Spikepants,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",10:00 PM
C-15 Powerpuff Passers,,C-06 SpongeBall Spikepants,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",10:00 PM
C-13 Thunder Kills,,C-04 Peppa Dig,,C-03,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",10:00 PM
C-13 Thunder Kills,,C-04 Peppa Dig,,C-03,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",10:00 PM
C-18 Straw Hat Striker,,C-01 Avatar: Net Benders,,C-11,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",10:45 PM
C-18 Straw Hat Striker,,C-01 Avatar: Net Benders,,C-11,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Feb 27",10:45 PM
C-15 Powerpuff Passers,,"C-02 Ed, Edd n Edging!",,C-06,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",10:45 PM
C-15 Powerpuff Passers,,"C-02 Ed, Edd n Edging!",,C-06,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Feb 27",10:45 PM
C-13 Thunder Kills,,"C-03 Sugar, Spike and",,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",10:45 PM
C-13 Thunder Kills,,"C-03 Sugar, Spike and",,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Feb 27",10:45 PM
C-05 Dragon Ballz Deep,,C-01 Avatar: Net Benders,,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",7:00 PM
C-05 Dragon Ballz Deep,,C-01 Avatar: Net Benders,,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",7:00 PM
C-13 Thunder Kills,,"C-02 Ed, Edd n Edging!",,C-14,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",7:00 PM
C-13 Thunder Kills,,"C-02 Ed, Edd n Edging!",,C-14,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",7:00 PM
C-06 SpongeBall Spikepants,,C-16 The IncrediBalls,,C-08,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",7:00 PM
C-06 SpongeBall Spikepants,,C-16 The IncrediBalls,,C-08,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",7:00 PM
C-10 Courage the Cowardly Dig,,C-05 Dragon Ballz Deep,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",7:45 PM
C-10 Courage the Cowardly Dig,,C-05 Dragon Ballz Deep,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",7:45 PM
C-14 Diva Slayers,,C-13 Thunder Kills,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",7:45 PM
C-14 Diva Slayers,,C-13 Thunder Kills,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",7:45 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-06 SpongeBall Spikepants,,C-16,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",7:45 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-06 SpongeBall Spikepants,,C-16,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",7:45 PM
C-10 Courage the Cowardly Dig,,C-01 Avatar: Net Benders,,C-05,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",8:30 PM
C-10 Courage the Cowardly Dig,,C-01 Avatar: Net Benders,,C-05,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",8:30 PM
C-14 Diva Slayers,,"C-02 Ed, Edd n Edging!",,C-13,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",8:30 PM
C-14 Diva Slayers,,"C-02 Ed, Edd n Edging!",,C-13,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",8:30 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-16 The IncrediBalls,,C-06,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",8:30 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-16 The IncrediBalls,,C-06,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",8:30 PM
C-17 Scooby Do Me,,C-15 Powerpuff Passers,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",9:15 PM
C-17 Scooby Do Me,,C-15 Powerpuff Passers,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",9:15 PM
C-04 Peppa Dig,,C-12 The Magic Spikebus,,C-07,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",9:15 PM
C-04 Peppa Dig,,C-12 The Magic Spikebus,,C-07,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",9:15 PM
"C-03 Sugar, Spike and",,C-11 Trans Performers,,C-09,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",9:15 PM
"C-03 Sugar, Spike and",,C-11 Trans Performers,,C-09,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",9:15 PM
C-18 Straw Hat Striker,,C-17 Scooby Do Me,,C-15,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",10:00 PM
C-18 Straw Hat Striker,,C-17 Scooby Do Me,,C-15,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",10:00 PM
C-07 Sailor Spikers,,C-04 Peppa Dig,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",10:00 PM
C-07 Sailor Spikers,,C-04 Peppa Dig,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",10:00 PM
C-09 The Netsons,,"C-03 Sugar, Spike and",,C-11,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",10:00 PM
C-09 The Netsons,,"C-03 Sugar, Spike and",,C-11,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",10:00 PM
C-18 Straw Hat Striker,,C-15 Powerpuff Passers,,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",10:45 PM
C-18 Straw Hat Striker,,C-15 Powerpuff Passers,,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 6",10:45 PM
C-07 Sailor Spikers,,C-12 The Magic Spikebus,,C-04,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",10:45 PM
C-07 Sailor Spikers,,C-12 The Magic Spikebus,,C-04,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 6",10:45 PM
C-09 The Netsons,,C-11 Trans Performers,,C-03,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",10:45 PM
C-09 The Netsons,,C-11 Trans Performers,,C-03,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 6",10:45 PM
"C-03 Sugar, Spike and",,C-10 Courage the Cowardly Dig,,C-08,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",7:00 PM
"C-03 Sugar, Spike and",,C-10 Courage the Cowardly Dig,,C-08,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",7:00 PM
C-18 Straw Hat Striker,,C-16 The IncrediBalls,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",7:00 PM
C-18 Straw Hat Striker,,C-16 The IncrediBalls,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",7:00 PM
C-14 Diva Slayers,,C-07 Sailor Spikers,,C-05,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",7:00 PM
C-14 Diva Slayers,,C-07 Sailor Spikers,,C-05,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",7:00 PM
C-08 Blocker's Home for Unimaginative Hitters,,"C-03 Sugar, Spike and",,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",7:45 PM
C-08 Blocker's Home for Unimaginative Hitters,,"C-03 Sugar, Spike and",,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",7:45 PM
C-12 The Magic Spikebus,,C-18 Straw Hat Striker,,C-16,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",7:45 PM
C-12 The Magic Spikebus,,C-18 Straw Hat Striker,,C-16,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",7:45 PM
C-05 Dragon Ballz Deep,,C-14 Diva Slayers,,C-07,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",7:45 PM
C-05 Dragon Ballz Deep,,C-14 Diva Slayers,,C-07,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",7:45 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-10 Courage the Cowardly Dig,,C-03,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",8:30 PM
C-08 Blocker's Home for Unimaginative Hitters,,C-10 Courage the Cowardly Dig,,C-03,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",8:30 PM
C-12 The Magic Spikebus,,C-16 The IncrediBalls,,C-18,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",8:30 PM
C-12 The Magic Spikebus,,C-16 The IncrediBalls,,C-18,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",8:30 PM
C-05 Dragon Ballz Deep,,C-07 Sailor Spikers,,C-14,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",8:30 PM
C-05 Dragon Ballz Deep,,C-07 Sailor Spikers,,C-14,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",8:30 PM
C-11 Trans Performers,,"C-02 Ed, Edd n Edging!",,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",9:15 PM
C-11 Trans Performers,,"C-02 Ed, Edd n Edging!",,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",9:15 PM
C-13 Thunder Kills,,C-09 The Netsons,,C-15,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",9:15 PM
C-13 Thunder Kills,,C-09 The Netsons,,C-15,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",9:15 PM
C-04 Peppa Dig,,C-01 Avatar: Net Benders,,C-06,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",9:15 PM
C-04 Peppa Dig,,C-01 Avatar: Net Benders,,C-06,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",9:15 PM
C-17 Scooby Do Me,,C-11 Trans Performers,,C-02,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",10:00 PM
C-17 Scooby Do Me,,C-11 Trans Performers,,C-02,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",10:00 PM
C-15 Powerpuff Passers,,C-13 Thunder Kills,,C-09,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",10:00 PM
C-15 Powerpuff Passers,,C-13 Thunder Kills,,C-09,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",10:00 PM
C-06 SpongeBall Spikepants,,C-04 Peppa Dig,,C-01,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",10:00 PM
C-06 SpongeBall Spikepants,,C-04 Peppa Dig,,C-01,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",10:00 PM
C-17 Scooby Do Me,,"C-02 Ed, Edd n Edging!",,C-11,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",10:45 PM
C-17 Scooby Do Me,,"C-02 Ed, Edd n Edging!",,C-11,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 20",10:45 PM
C-15 Powerpuff Passers,,C-09 The Netsons,,C-13,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",10:45 PM
C-15 Powerpuff Passers,,C-09 The Netsons,,C-13,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 20",10:45 PM
C-06 SpongeBall Spikepants,,C-01 Avatar: Net Benders,,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",10:45 PM
C-06 SpongeBall Spikepants,,C-01 Avatar: Net Benders,,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 20",10:45 PM
C-07 Sailor Spikers,,C-06 SpongeBall Spikepants,,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",7:00 PM
C-07 Sailor Spikers,,C-06 SpongeBall Spikepants,,C-10,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",7:00 PM
C-14 Diva Slayers,,C-09 The Netsons,,C-03,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",7:00 PM
C-14 Diva Slayers,,C-09 The Netsons,,C-03,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",7:00 PM
C-11 Trans Performers,,C-05 Dragon Ballz Deep,,C-13,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",7:00 PM
C-11 Trans Performers,,C-05 Dragon Ballz Deep,,C-13,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",7:00 PM
C-10 Courage the Cowardly Dig,,C-07 Sailor Spikers,,C-06,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",7:45 PM
C-10 Courage the Cowardly Dig,,C-07 Sailor Spikers,,C-06,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",7:45 PM
"C-03 Sugar, Spike and",,C-14 Diva Slayers,,C-09,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",7:45 PM
"C-03 Sugar, Spike and",,C-14 Diva Slayers,,C-09,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",7:45 PM
C-13 Thunder Kills,,C-11 Trans Performers,,C-05,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",7:45 PM
C-13 Thunder Kills,,C-11 Trans Performers,,C-05,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",7:45 PM
C-10 Courage the Cowardly Dig,,C-06 SpongeBall Spikepants,,C-07,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",8:30 PM
C-10 Courage the Cowardly Dig,,C-06 SpongeBall Spikepants,,C-07,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",8:30 PM
"C-03 Sugar, Spike and",,C-09 The Netsons,,C-14,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",8:30 PM
"C-03 Sugar, Spike and",,C-09 The Netsons,,C-14,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",8:30 PM
C-13 Thunder Kills,,C-05 Dragon Ballz Deep,,C-11,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",8:30 PM
C-13 Thunder Kills,,C-05 Dragon Ballz Deep,,C-11,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",8:30 PM
C-18 Straw Hat Striker,,C-17 Scooby Do Me,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",9:15 PM
C-18 Straw Hat Striker,,C-17 Scooby Do Me,,C-01,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",9:15 PM
C-12 The Magic Spikebus,,C-08 Blocker's Home for Unimaginative Hitters,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",9:15 PM
C-12 The Magic Spikebus,,C-08 Blocker's Home for Unimaginative Hitters,,C-02,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",9:15 PM
C-16 The IncrediBalls,,C-15 Powerpuff Passers,,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",9:15 PM
C-16 The IncrediBalls,,C-15 Powerpuff Passers,,C-04,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",9:15 PM
C-01 Avatar: Net Benders,,C-18 Straw Hat Striker,,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",10:00 PM
C-01 Avatar: Net Benders,,C-18 Straw Hat Striker,,C-17,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",10:00 PM
"C-02 Ed, Edd n Edging!",,C-12 The Magic Spikebus,,C-08,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",10:00 PM
"C-02 Ed, Edd n Edging!",,C-12 The Magic Spikebus,,C-08,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",10:00 PM
C-04 Peppa Dig,,C-16 The IncrediBalls,,C-15,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",10:00 PM
C-04 Peppa Dig,,C-16 The IncrediBalls,,C-15,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",10:00 PM
C-01 Avatar: Net Benders,,C-17 Scooby Do Me,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",10:45 PM
C-01 Avatar: Net Benders,,C-17 Scooby Do Me,,C-18,StarCenter Multisport - Farmers Branch (Court 5),"Fri, Mar 27",10:45 PM
"C-02 Ed, Edd n Edging!",,C-08 Blocker's Home for Unimaginative Hitters,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",10:45 PM
"C-02 Ed, Edd n Edging!",,C-08 Blocker's Home for Unimaginative Hitters,,C-12,StarCenter Multisport - Farmers Branch (Court 6),"Fri, Mar 27",10:45 PM
C-04 Peppa Dig,,C-15 Powerpuff Passers,,C-16,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",10:45 PM
C-04 Peppa Dig,,C-15 Powerpuff Passers,,C-16,StarCenter Multisport - Farmers Branch (Court 7),"Fri, Mar 27",10:45 PM
C-15 Powerpuff Passers,,C-12 The Magic Spikebus,,C-05,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",7:00 PM
C-15 Powerpuff Passers,,C-12 The Magic Spikebus,,C-05,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",7:00 PM
C-17 Scooby Do Me,,C-10 Courage the Cowardly Dig,,C-03,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",7:00 PM
C-17 Scooby Do Me,,C-10 Courage the Cowardly Dig,,C-03,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",7:00 PM
C-18 Straw Hat Striker,,C-14 Diva Slayers,,C-02,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",7:00 PM
C-18 Straw Hat Striker,,C-14 Diva Slayers,,C-02,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",7:00 PM
C-05 Dragon Ballz Deep,,C-15 Powerpuff Passers,,C-12,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",7:45 PM
C-05 Dragon Ballz Deep,,C-15 Powerpuff Passers,,C-12,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",7:45 PM
"C-03 Sugar, Spike and",,C-17 Scooby Do Me,,C-10,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",7:45 PM
"C-03 Sugar, Spike and",,C-17 Scooby Do Me,,C-10,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",7:45 PM
"C-02 Ed, Edd n Edging!",,C-18 Straw Hat Striker,,C-14,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",7:45 PM
"C-02 Ed, Edd n Edging!",,C-18 Straw Hat Striker,,C-14,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",7:45 PM
C-05 Dragon Ballz Deep,,C-12 The Magic Spikebus,,C-15,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",8:30 PM
C-05 Dragon Ballz Deep,,C-12 The Magic Spikebus,,C-15,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",8:30 PM
"C-03 Sugar, Spike and",,C-10 Courage the Cowardly Dig,,C-17,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",8:30 PM
"C-03 Sugar, Spike and",,C-10 Courage the Cowardly Dig,,C-17,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",8:30 PM
"C-02 Ed, Edd n Edging!",,C-14 Diva Slayers,,C-18,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",8:30 PM
"C-02 Ed, Edd n Edging!",,C-14 Diva Slayers,,C-18,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",8:30 PM
C-01 Avatar: Net Benders,,C-08 Blocker's Home for Unimaginative Hitters,,C-04,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",9:15 PM
C-01 Avatar: Net Benders,,C-08 Blocker's Home for Unimaginative Hitters,,C-04,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",9:15 PM
C-07 Sailor Spikers,,C-16 The IncrediBalls,,C-11,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",9:15 PM
C-07 Sailor Spikers,,C-16 The IncrediBalls,,C-11,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",9:15 PM
C-09 The Netsons,,C-06 SpongeBall Spikepants,,C-13,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",9:15 PM
C-09 The Netsons,,C-06 SpongeBall Spikepants,,C-13,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",9:15 PM
C-04 Peppa Dig,,C-01 Avatar: Net Benders,,C-08,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",10:00 PM
C-04 Peppa Dig,,C-01 Avatar: Net Benders,,C-08,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",10:00 PM
C-11 Trans Performers,,C-07 Sailor Spikers,,C-16,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",10:00 PM
C-11 Trans Performers,,C-07 Sailor Spikers,,C-16,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",10:00 PM
C-13 Thunder Kills,,C-09 The Netsons,,C-06,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",10:00 PM
C-13 Thunder Kills,,C-09 The Netsons,,C-06,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",10:00 PM
C-04 Peppa Dig,,C-08 Blocker's Home for Unimaginative Hitters,,C-01,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",10:45 PM
C-04 Peppa Dig,,C-08 Blocker's Home for Unimaginative Hitters,,C-01,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 10",10:45 PM
C-11 Trans Performers,,C-16 The IncrediBalls,,C-07,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",10:45 PM
C-11 Trans Performers,,C-16 The IncrediBalls,,C-07,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 10",10:45 PM
C-13 Thunder Kills,,C-06 SpongeBall Spikepants,,C-09,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",10:45 PM
C-13 Thunder Kills,,C-06 SpongeBall Spikepants,,C-09,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 10",10:45 PM
C-11 Trans Performers,,C-06 SpongeBall Spikepants,,C-13,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 17",7:00 PM
C-11 Trans Performers,,C-06 SpongeBall Spikepants,,C-13,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 17",7:00 PM
C-10 Courage the Cowardly Dig,,C-17 Scooby Do Me,,C-15,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 17",7:00 PM
C-10 Courage the Cowardly Dig,,C-17 Scooby Do Me,,C-15,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 17",7:00 PM
C-04 Peppa Dig,,"C-03 Sugar, Spike and",,C-18,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 17",7:00 PM
C-04 Peppa Dig,,"C-03 Sugar, Spike and",,C-18,StarCenter Multisport - North Lake (Court 7),"Fri, Apr 17",7:00 PM
C-13 Thunder Kills,,C-11 Trans Performers,,C-06,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 17",7:45 PM
C-13 Thunder Kills,,C-11 Trans Performers,,C-06,StarCenter Multisport - North Lake (Court 5),"Fri, Apr 17",7:45 PM
C-15 Powerpuff Passers,,C-10 Courage the Cowardly Dig,,C-17,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 17",7:45 PM
C-15 Powerpuff Passers,,C-10 Courage the Cowardly Dig,,C-17,StarCenter Multisport - North Lake (Court 6),"Fri, Apr 17",7:45 PM
