Team 1,Team 1 Score,Team 2,Team 2 Score,Ref Team,Location,Date,Time
A-02,,A-16,,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",7:00 PM
A-02,,A-16,,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",7:00 PM
A-15,,A-14,,A-01,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",7:00 PM
A-15,,A-14,,A-01,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",7:00 PM
A-17,,A-13,,A-08,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",7:00 PM
A-17,,A-13,,A-08,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",7:00 PM
A-07,,A-02,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",7:45 PM
A-07,,A-02,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",7:45 PM
A-01,,A-15,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",7:45 PM
A-01,,A-15,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",7:45 PM
A-08,,A-17,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",7:45 PM
A-08,,A-17,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",7:45 PM
A-07,,A-16,,A-02,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",8:30 PM
A-07,,A-16,,A-02,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",8:30 PM
A-01,,A-14,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",8:30 PM
A-01,,A-14,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",8:30 PM
A-08,,A-13,,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",8:30 PM
A-08,,A-13,,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",8:30 PM
A-05,,A-04,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",9:15 PM
A-05,,A-04,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",9:15 PM
A-06,,A-03,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",9:15 PM
A-06,,A-03,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",9:15 PM
A-09,,A-18,,A-10,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",9:15 PM
A-09,,A-18,,A-10,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",9:15 PM
A-11,,A-05,,A-04,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",10:00 PM
A-11,,A-05,,A-04,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",10:00 PM
A-12,,A-06,,A-03,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",10:00 PM
A-12,,A-06,,A-03,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",10:00 PM
A-10,,A-09,,A-18,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",10:00 PM
A-10,,A-09,,A-18,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",10:00 PM
A-11,,A-04,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",10:45 PM
A-11,,A-04,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 23",10:45 PM
A-12,,A-03,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",10:45 PM
A-12,,A-03,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 23",10:45 PM
A-10,,A-18,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",10:45 PM
A-10,,A-18,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 23",10:45 PM
A-12,23,A-11,25,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",7:00 PM
A-12,16,A-11,20,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",7:00 PM
A-16,25,A-13,23,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",7:00 PM
A-16,16,A-13,15,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",7:00 PM
A-17,20,A-14,25,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",7:00 PM
A-17,18,A-14,24,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",7:00 PM
A-08,25,A-12,15,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",7:45 PM
A-08,25,A-12,16,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",7:45 PM
A-10,24,A-16,26,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",7:45 PM
A-10,13,A-16,16,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",7:45 PM
A-04,25,A-17,21,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",7:45 PM
A-04,17,A-17,17,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",7:45 PM
A-08,25,A-11,11,A-12,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",8:30 PM
A-08,25,A-11,20,A-12,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",8:30 PM
A-10,26,A-13,24,A-16,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",8:30 PM
A-10,15,A-13,19,A-16,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",8:30 PM
A-04,18,A-14,25,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",8:30 PM
A-04,24,A-14,15,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",8:30 PM
A-15,20,A-07,25,A-03,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",9:15 PM
A-15,15,A-07,25,A-03,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",9:15 PM
A-01,25,A-09,19,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",9:15 PM
A-01,19,A-09,23,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",9:15 PM
A-05,21,A-18,25,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",9:15 PM
A-05,21,A-18,25,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",9:15 PM
A-03,25,A-15,23,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",10:00 PM
A-03,19,A-15,25,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",10:00 PM
A-02,24,A-01,26,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",10:00 PM
A-02,17,A-01,17,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",10:00 PM
A-06,13,A-05,25,A-18,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",10:00 PM
A-06,22,A-05,25,A-18,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",10:00 PM
A-03,18,A-07,25,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",10:45 PM
A-03,24,A-07,17,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Jan 30",10:45 PM
A-02,25,A-09,12,A-01,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",10:45 PM
A-02,25,A-09,19,A-01,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Jan 30",10:45 PM
A-06,25,A-18,20,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",10:45 PM
A-06,22,A-18,25,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Jan 30",10:45 PM
A-15,,A-08,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",7:00 PM
A-15,,A-08,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",7:00 PM
A-06,,A-14,,A-11,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",7:00 PM
A-06,,A-14,,A-11,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",7:00 PM
A-16,,A-03,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",7:00 PM
A-16,,A-03,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",7:00 PM
A-05,,A-15,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",7:45 PM
A-05,,A-15,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",7:45 PM
A-11,,A-06,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",7:45 PM
A-11,,A-06,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",7:45 PM
A-01,,A-16,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",7:45 PM
A-01,,A-16,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",7:45 PM
A-05,,A-08,,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",8:30 PM
A-05,,A-08,,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",8:30 PM
A-11,,A-14,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",8:30 PM
A-11,,A-14,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",8:30 PM
A-01,,A-03,,A-16,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",8:30 PM
A-01,,A-03,,A-16,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",8:30 PM
A-18,,A-13,,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",9:15 PM
A-18,,A-13,,A-07,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",9:15 PM
A-02,,A-10,,A-04,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",9:15 PM
A-02,,A-10,,A-04,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",9:15 PM
A-12,,A-09,,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",9:15 PM
A-12,,A-09,,A-17,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",9:15 PM
A-07,,A-18,,A-13,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",10:00 PM
A-07,,A-18,,A-13,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",10:00 PM
A-04,,A-02,,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",10:00 PM
A-04,,A-02,,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",10:00 PM
A-17,,A-12,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",10:00 PM
A-17,,A-12,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",10:00 PM
A-07,,A-13,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",10:45 PM
A-07,,A-13,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 6",10:45 PM
A-04,,A-10,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",10:45 PM
A-04,,A-10,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 6",10:45 PM
A-17,,A-09,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",10:45 PM
A-17,,A-09,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 6",10:45 PM
A-08,,A-18,,A-14,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",7:00 PM
A-08,,A-18,,A-14,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",7:00 PM
A-07,,A-06,,A-17,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",7:00 PM
A-07,,A-06,,A-17,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",7:00 PM
A-02,,A-05,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",7:00 PM
A-02,,A-05,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",7:00 PM
A-14,,A-08,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",7:45 PM
A-14,,A-08,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",7:45 PM
A-17,,A-07,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",7:45 PM
A-17,,A-07,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",7:45 PM
A-03,,A-02,,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",7:45 PM
A-03,,A-02,,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",7:45 PM
A-14,,A-18,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",8:30 PM
A-14,,A-18,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",8:30 PM
A-17,,A-06,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",8:30 PM
A-17,,A-06,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",8:30 PM
A-03,,A-05,,A-02,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",8:30 PM
A-03,,A-05,,A-02,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",8:30 PM
A-09,,A-04,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",9:15 PM
A-09,,A-04,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",9:15 PM
A-10,,A-15,,A-11,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",9:15 PM
A-10,,A-15,,A-11,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",9:15 PM
A-01,,A-13,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",9:15 PM
A-01,,A-13,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",9:15 PM
A-16,,A-09,,A-04,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",10:00 PM
A-16,,A-09,,A-04,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",10:00 PM
A-11,,A-10,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",10:00 PM
A-11,,A-10,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",10:00 PM
A-12,,A-01,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",10:00 PM
A-12,,A-01,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",10:00 PM
A-16,,A-04,,A-09,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",10:45 PM
A-16,,A-04,,A-09,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 20",10:45 PM
A-11,,A-15,,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",10:45 PM
A-11,,A-15,,A-10,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 20",10:45 PM
A-12,,A-13,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",10:45 PM
A-12,,A-13,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 20",10:45 PM
A-16,,A-05,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",7:00 PM
A-16,,A-05,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",7:00 PM
A-08,,A-07,,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",7:00 PM
A-08,,A-07,,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",7:00 PM
A-12,,A-10,,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",7:00 PM
A-12,,A-10,,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",7:00 PM
A-17,,A-16,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",7:45 PM
A-17,,A-16,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",7:45 PM
A-09,,A-08,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",7:45 PM
A-09,,A-08,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",7:45 PM
A-14,,A-12,,A-10,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",7:45 PM
A-14,,A-12,,A-10,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",7:45 PM
A-17,,A-05,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",8:30 PM
A-17,,A-05,,A-16,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",8:30 PM
A-09,,A-07,,A-08,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",8:30 PM
A-09,,A-07,,A-08,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",8:30 PM
A-14,,A-10,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",8:30 PM
A-14,,A-10,,A-12,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",8:30 PM
A-11,,A-01,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",9:15 PM
A-11,,A-01,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",9:15 PM
A-06,,A-02,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",9:15 PM
A-06,,A-02,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",9:15 PM
A-04,,A-03,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",9:15 PM
A-04,,A-03,,A-13,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",9:15 PM
A-18,,A-11,,A-01,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",10:00 PM
A-18,,A-11,,A-01,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",10:00 PM
A-15,,A-06,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",10:00 PM
A-15,,A-06,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",10:00 PM
A-13,,A-04,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",10:00 PM
A-13,,A-04,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",10:00 PM
A-18,,A-01,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",10:45 PM
A-18,,A-01,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Feb 27",10:45 PM
A-15,,A-02,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",10:45 PM
A-15,,A-02,,A-06,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Feb 27",10:45 PM
A-13,,A-03,,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",10:45 PM
A-13,,A-03,,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Feb 27",10:45 PM
A-05,,A-01,,A-10,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",7:00 PM
A-05,,A-01,,A-10,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",7:00 PM
A-13,,A-02,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",7:00 PM
A-13,,A-02,,A-14,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",7:00 PM
A-06,,A-16,,A-08,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",7:00 PM
A-06,,A-16,,A-08,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",7:00 PM
A-10,,A-05,,A-01,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",7:45 PM
A-10,,A-05,,A-01,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",7:45 PM
A-14,,A-13,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",7:45 PM
A-14,,A-13,,A-02,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",7:45 PM
A-08,,A-06,,A-16,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",7:45 PM
A-08,,A-06,,A-16,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",7:45 PM
A-10,,A-01,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",8:30 PM
A-10,,A-01,,A-05,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",8:30 PM
A-14,,A-02,,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",8:30 PM
A-14,,A-02,,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",8:30 PM
A-08,,A-16,,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",8:30 PM
A-08,,A-16,,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",8:30 PM
A-17,,A-15,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",9:15 PM
A-17,,A-15,,A-18,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",9:15 PM
A-04,,A-12,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",9:15 PM
A-04,,A-12,,A-07,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",9:15 PM
A-03,,A-11,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",9:15 PM
A-03,,A-11,,A-09,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",9:15 PM
A-18,,A-17,,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",10:00 PM
A-18,,A-17,,A-15,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",10:00 PM
A-07,,A-04,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",10:00 PM
A-07,,A-04,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",10:00 PM
A-09,,A-03,,A-11,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",10:00 PM
A-09,,A-03,,A-11,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",10:00 PM
A-18,,A-15,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",10:45 PM
A-18,,A-15,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 6",10:45 PM
A-07,,A-12,,A-04,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",10:45 PM
A-07,,A-12,,A-04,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 6",10:45 PM
A-09,,A-11,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",10:45 PM
A-09,,A-11,,A-03,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 6",10:45 PM
A-03,,A-10,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",7:00 PM
A-03,,A-10,,A-08,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",7:00 PM
A-18,,A-16,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",7:00 PM
A-18,,A-16,,A-12,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",7:00 PM
A-14,,A-07,,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",7:00 PM
A-14,,A-07,,A-05,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",7:00 PM
A-08,,A-03,,A-10,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",7:45 PM
A-08,,A-03,,A-10,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",7:45 PM
A-12,,A-18,,A-16,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",7:45 PM
A-12,,A-18,,A-16,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",7:45 PM
A-05,,A-14,,A-07,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",7:45 PM
A-05,,A-14,,A-07,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",7:45 PM
A-08,,A-10,,A-03,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",8:30 PM
A-08,,A-10,,A-03,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",8:30 PM
A-12,,A-16,,A-18,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",8:30 PM
A-12,,A-16,,A-18,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",8:30 PM
A-05,,A-07,,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",8:30 PM
A-05,,A-07,,A-14,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",8:30 PM
A-11,,A-02,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",9:15 PM
A-11,,A-02,,A-17,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",9:15 PM
A-13,,A-09,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",9:15 PM
A-13,,A-09,,A-15,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",9:15 PM
A-04,,A-01,,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",9:15 PM
A-04,,A-01,,A-06,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",9:15 PM
A-17,,A-11,,A-02,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",10:00 PM
A-17,,A-11,,A-02,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",10:00 PM
A-15,,A-13,,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",10:00 PM
A-15,,A-13,,A-09,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",10:00 PM
A-06,,A-04,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",10:00 PM
A-06,,A-04,,A-01,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",10:00 PM
A-17,,A-02,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",10:45 PM
A-17,,A-02,,A-11,StarCenter Multisport - Farmers Branch (Court 11),"Fri, Mar 20",10:45 PM
A-15,,A-09,,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",10:45 PM
A-15,,A-09,,A-13,StarCenter Multisport - Farmers Branch (Court 12),"Fri, Mar 20",10:45 PM
A-06,,A-01,,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",10:45 PM
A-06,,A-01,,A-04,StarCenter Multisport - Farmers Branch (Court 13),"Fri, Mar 20",10:45 PM
