TEAM 1,TEAM 2,DIVISION,DATE,TIME,COURT,REF
S-10,S-09,SKILLED,Sep 25 26,8:30 PM,6,3
S-08,S-11,SKILLED,Sep 25 26,9:15 PM,6,17
S-11,S-17,SKILLED,Sep 25 26,10:00 PM,6,8
S-08,S-17,SKILLED,Sep 25 26,10:45 PM,6,11
A-10,A-03,ADVANCED,Sep 25 26,7:00 PM,7,9
A-03,A-09,ADVANCED,Sep 25 26,7:45 PM,7,10
A-10,A-09,ADVANCED,Sep 25 26,8:30 PM,7,3
A-08,A-11,ADVANCED,Sep 25 26,9:15 PM,7,17
A-11,A-17,ADVANCED,Sep 25 26,10:00 PM,7,8
A-08,A-17,ADVANCED,Sep 25 26,10:45 PM,7,11
A-14,A-06,ADVANCED,Sep 25 26,7:00 PM,8,1
A-06,A-01,ADVANCED,Sep 25 26,7:45 PM,8,14
A-14,A-01,ADVANCED,Sep 25 26,8:30 PM,8,6
A-12,A-15,ADVANCED,Sep 25 26,9:15 PM,8,2
A-15,A-02,ADVANCED,Sep 25 26,10:00 PM,8,12
A-12,A-02,ADVANCED,Sep 25 26,10:45 PM,8,15
C-05,C-16,COMPETITIVE,Sep 25 26,7:00 PM,9,4
C-16,C-04,COMPETITIVE,Sep 25 26,7:45 PM,9,5
C-05,C-04,COMPETITIVE,Sep 25 26,8:30 PM,9,16
C-13,C-07,COMPETITIVE,Sep 25 26,9:15 PM,9,18
C-07,C-18,COMPETITIVE,Sep 25 26,10:00 PM,9,13
C-13,C-18,COMPETITIVE,Sep 25 26,10:45 PM,9,7
C-10,C-03,COMPETITIVE,Sep 25 26,7:00 PM,10,9
C-03,C-09,COMPETITIVE,Sep 25 26,7:45 PM,10,10
C-10,C-09,COMPETITIVE,Sep 25 26,8:30 PM,10,3
C-08,C-11,COMPETITIVE,Sep 25 26,9:15 PM,10,17
C-11,C-17,COMPETITIVE,Sep 25 26,10:00 PM,10,8
C-08,C-17,COMPETITIVE,Sep 25 26,10:45 PM,10,11
C-14,C-06,COMPETITIVE,Sep 25 26,7:00 PM,11,1
C-06,C-01,COMPETITIVE,Sep 25 26,7:45 PM,11,14
C-14,C-01,COMPETITIVE,Sep 25 26,8:30 PM,11,6
C-12,C-15,COMPETITIVE,Sep 25 26,9:15 PM,11,2
C-15,C-02,COMPETITIVE,Sep 25 26,10:00 PM,11,12
C-12,C-02,COMPETITIVE,Sep 25 26,10:45 PM,11,15
S-14,S-06,SKILLED,Sep 25 26,7:00 PM,12,1
S-06,S-01,SKILLED,Sep 25 26,7:45 PM,12,14
S-14,S-01,SKILLED,Sep 25 26,8:30 PM,12,6
S-12,S-15,SKILLED,Sep 25 26,9:15 PM,12,2
S-15,S-02,SKILLED,Sep 25 26,10:00 PM,12,12
S-12,S-02,SKILLED,Sep 25 26,10:45 PM,12,15
I-01,I-01,INTERMEDIATE,Sep 25 26,7:00 PM,13,I5
I-08,I-08,INTERMEDIATE,Sep 25 26,7:45 PM,13,I1
I-01,I-01,INTERMEDIATE,Sep 25 26,8:30 PM,13,I8
I-02,I-02,INTERMEDIATE,Sep 25 26,9:15 PM,13,I4
I-13,I-13,INTERMEDIATE,Sep 25 26,10:00 PM,13,I2
I-02,I-02,INTERMEDIATE,Sep 25 26,10:45 PM,13,I13
I-15,I-15,INTERMEDIATE,Sep 25 26,7:00 PM,14,I3
I-10,I-10,INTERMEDIATE,Sep 25 26,7:45 PM,14,I15
I-15,I-15,INTERMEDIATE,Sep 25 26,8:30 PM,14,I10
I-06,I-06,INTERMEDIATE,Sep 25 26,9:15 PM,14,I11
I-09,I-09,INTERMEDIATE,Sep 25 26,10:00 PM,14,I6
I-06,I-06,INTERMEDIATE,Sep 25 26,10:45 PM,14,I9
R-01,R-02,RECREATIONAL,Sep 25 26,7:00 PM,15,3
R-02,R-03,RECREATIONAL,Sep 25 26,7:45 PM,15,1
R-01,R-03,RECREATIONAL,Sep 25 26,8:30 PM,15,2
I-14,I-14,INTERMEDIATE,Sep 25 26,9:15 PM,15,I7
I-12,I-12,INTERMEDIATE,Sep 25 26,10:00 PM,15,I14
I-14,I-14,INTERMEDIATE,Sep 25 26,10:45 PM,15,I12
R-09,R-07,RECREATIONAL,Sep 25 26,7:00 PM,16,8
R-07,R-08,RECREATIONAL,Sep 25 26,7:45 PM,16,9
R-09,R-08,RECREATIONAL,Sep 25 26,8:30 PM,16,7
R-06,R-04,RECREATIONAL,Sep 25 26,9:15 PM,16,5
R-04,R-05,RECREATIONAL,Sep 25 26,10:00 PM,16,6
R-06,R-05,RECREATIONAL,Sep 25 26,10:45 PM,16,4
E-06,E-02,ELITE,Oct 09 26,7:00 PM,4,5
E-02,E-05,ELITE,Oct 09 26,7:45 PM,4,6
E-06,E-05,ELITE,Oct 09 26,8:30 PM,4,2
E-01,E-03,ELITE,Oct 09 26,9:15 PM,4,4
E-03,E-04,ELITE,Oct 09 26,10:00 PM,4,1
E-01,E-04,ELITE,Oct 09 26,10:45 PM,4,3
P-03,P-09,POWER,Oct 09 26,9:15 PM,2,6
P-09,P-06,POWER,Oct 09 26,10:00 PM,2,3
P-03,P-06,POWER,Oct 09 26,10:45 PM,2,9
P-02,P-08,POWER,Oct 09 26,7:00 PM,3,5
P-08,P-05,POWER,Oct 09 26,7:45 PM,3,2
P-02,P-05,POWER,Oct 09 26,8:30 PM,3,8
P-01,P-07,POWER,Oct 09 26,9:15 PM,3,4
P-07,P-04,POWER,Oct 09 26,10:00 PM,3,1
P-01,P-04,POWER,Oct 09 26,10:45 PM,3,7
A-05,A-15,ADVANCED,Oct 09 26,7:00 PM,1,13
A-15,A-13,ADVANCED,Oct 09 26,7:45 PM,1,5
A-05,A-13,ADVANCED,Oct 09 26,8:30 PM,1,15
A-07,A-14,ADVANCED,Oct 09 26,9:15 PM,1,3
A-14,A-03,ADVANCED,Oct 09 26,10:00 PM,1,7
A-07,A-03,ADVANCED,Oct 09 26,10:45 PM,1,14
S-05,S-15,SKILLED,Oct 09 26,7:00 PM,5,13
S-15,S-13,SKILLED,Oct 09 26,7:45 PM,5,5
S-05,S-13,SKILLED,Oct 09 26,8:30 PM,5,15
S-07,S-14,SKILLED,Oct 09 26,9:15 PM,5,3
S-14,S-03,SKILLED,Oct 09 26,10:00 PM,5,7
S-07,S-03,SKILLED,Oct 09 26,10:45 PM,5,14
S-18,S-10,SKILLED,Oct 09 26,7:00 PM,6,8
S-10,S-08,SKILLED,Oct 09 26,7:45 PM,6,18
S-18,S-08,SKILLED,Oct 09 26,8:30 PM,6,10
S-09,S-04,SKILLED,Oct 09 26,9:15 PM,6,12
S-04,S-12,SKILLED,Oct 09 26,10:00 PM,6,9
S-09,S-12,SKILLED,Oct 09 26,10:45 PM,6,4
A-18,A-10,ADVANCED,Oct 09 26,7:00 PM,7,8
A-10,A-08,ADVANCED,Oct 09 26,7:45 PM,7,18
A-18,A-08,ADVANCED,Oct 09 26,8:30 PM,7,10
A-09,A-04,ADVANCED,Oct 09 26,9:15 PM,7,12
A-04,A-12,ADVANCED,Oct 09 26,10:00 PM,7,9
A-09,A-12,ADVANCED,Oct 09 26,10:45 PM,7,4
A-06,A-02,ADVANCED,Oct 09 26,7:00 PM,8,11
A-02,A-11,ADVANCED,Oct 09 26,7:45 PM,8,6
A-06,A-11,ADVANCED,Oct 09 26,8:30 PM,8,2
A-01,A-16,ADVANCED,Oct 09 26,9:15 PM,8,17
A-16,A-17,ADVANCED,Oct 09 26,10:00 PM,8,1
A-01,A-17,ADVANCED,Oct 09 26,10:45 PM,8,16
C-05,C-15,COMPETITIVE,Oct 09 26,7:00 PM,9,13
C-15,C-13,COMPETITIVE,Oct 09 26,7:45 PM,9,5
C-05,C-13,COMPETITIVE,Oct 09 26,8:30 PM,9,15
C-07,C-14,COMPETITIVE,Oct 09 26,9:15 PM,9,3
C-14,C-03,COMPETITIVE,Oct 09 26,10:00 PM,9,7
C-07,C-03,COMPETITIVE,Oct 09 26,10:45 PM,9,14
C-18,C-10,COMPETITIVE,Oct 09 26,7:00 PM,10,8
C-10,C-08,COMPETITIVE,Oct 09 26,7:45 PM,10,18
C-18,C-08,COMPETITIVE,Oct 09 26,8:30 PM,10,10
C-09,C-04,COMPETITIVE,Oct 09 26,9:15 PM,10,12
C-04,C-12,COMPETITIVE,Oct 09 26,10:00 PM,10,9
C-09,C-12,COMPETITIVE,Oct 09 26,10:45 PM,10,4
C-06,C-02,COMPETITIVE,Oct 09 26,7:00 PM,11,11
C-02,C-11,COMPETITIVE,Oct 09 26,7:45 PM,11,6
C-06,C-11,COMPETITIVE,Oct 09 26,8:30 PM,11,2
C-01,C-16,COMPETITIVE,Oct 09 26,9:15 PM,11,17
C-16,C-17,COMPETITIVE,Oct 09 26,10:00 PM,11,1
C-01,C-17,COMPETITIVE,Oct 09 26,10:45 PM,11,16
S-06,S-02,SKILLED,Oct 09 26,7:00 PM,12,11
S-02,S-11,SKILLED,Oct 09 26,7:45 PM,12,6
S-06,S-11,SKILLED,Oct 09 26,8:30 PM,12,2
S-01,S-16,SKILLED,Oct 09 26,9:15 PM,12,17
S-16,S-17,SKILLED,Oct 09 26,10:00 PM,12,1
S-01,S-17,SKILLED,Oct 09 26,10:45 PM,12,16
I-03,I-03,INTERMEDIATE,Oct 09 26,7:00 PM,13,I8
I-07,I-07,INTERMEDIATE,Oct 09 26,7:45 PM,13,I3
I-03,I-03,INTERMEDIATE,Oct 09 26,8:30 PM,13,I7
I-15,I-15,INTERMEDIATE,Oct 09 26,9:15 PM,13,I4
I-05,I-05,INTERMEDIATE,Oct 09 26,10:00 PM,13,I15
I-15,I-15,INTERMEDIATE,Oct 09 26,10:45 PM,13,I5
I-14,I-14,INTERMEDIATE,Oct 09 26,7:00 PM,14,I2
I-06,I-06,INTERMEDIATE,Oct 09 26,7:45 PM,14,I14
I-14,I-14,INTERMEDIATE,Oct 09 26,8:30 PM,14,I6
I-11,I-11,INTERMEDIATE,Oct 09 26,9:15 PM,14,I12
I-10,I-10,INTERMEDIATE,Oct 09 26,10:00 PM,14,I11
I-11,I-11,INTERMEDIATE,Oct 09 26,10:45 PM,14,I10
I-13,I-13,INTERMEDIATE,Oct 09 26,7:00 PM,15,I1
I-09,I-09,INTERMEDIATE,Oct 09 26,7:45 PM,15,I13
I-13,I-13,INTERMEDIATE,Oct 09 26,8:30 PM,15,I9
R-03,R-09,RECREATIONAL,Oct 09 26,9:15 PM,15,6
R-09,R-06,RECREATIONAL,Oct 09 26,10:00 PM,15,3
R-03,R-06,RECREATIONAL,Oct 09 26,10:45 PM,15,9
R-02,R-08,RECREATIONAL,Oct 09 26,7:00 PM,16,5
R-08,R-05,RECREATIONAL,Oct 09 26,7:45 PM,16,2
R-02,R-05,RECREATIONAL,Oct 09 26,8:30 PM,16,8
R-01,R-07,RECREATIONAL,Oct 09 26,9:15 PM,16,4
R-07,R-04,RECREATIONAL,Oct 09 26,10:00 PM,16,1
R-01,R-04,RECREATIONAL,Oct 09 26,10:45 PM,16,7
E-06,E-03,ELITE,Oct 16 26,7:00 PM,4,4
E-03,E-04,ELITE,Oct 16 26,7:45 PM,4,6
E-06,E-04,ELITE,Oct 16 26,8:30 PM,4,3
E-01,E-02,ELITE,Oct 16 26,9:15 PM,4,5
E-02,E-05,ELITE,Oct 16 26,10:00 PM,4,1
E-01,E-05,ELITE,Oct 16 26,10:45 PM,4,2
P-03,P-08,POWER,Oct 16 26,7:00 PM,2,4
P-08,P-04,POWER,Oct 16 26,7:45 PM,2,3
P-03,P-04,POWER,Oct 16 26,8:30 PM,2,8
P-01,P-09,POWER,Oct 16 26,7:00 PM,3,5
P-09,P-05,POWER,Oct 16 26,7:45 PM,3,1
P-01,P-05,POWER,Oct 16 26,8:30 PM,3,9
P-02,P-07,POWER,Oct 16 26,9:15 PM,3,6
P-07,P-06,POWER,Oct 16 26,10:00 PM,3,2
P-02,P-06,POWER,Oct 16 26,10:45 PM,3,7
A-12,A-03,ADVANCED,Oct 16 26,7:00 PM,1,11
A-03,A-11,ADVANCED,Oct 16 26,7:45 PM,1,12
A-12,A-11,ADVANCED,Oct 16 26,8:30 PM,1,3
A-16,A-10,ADVANCED,Oct 16 26,9:15 PM,1,2
A-10,A-02,ADVANCED,Oct 16 26,10:00 PM,1,16
A-16,A-02,ADVANCED,Oct 16 26,10:45 PM,1,10
S-12,S-03,SKILLED,Oct 16 26,7:00 PM,5,11
S-03,S-11,SKILLED,Oct 16 26,7:45 PM,5,12
S-12,S-11,SKILLED,Oct 16 26,8:30 PM,5,3
S-16,S-10,SKILLED,Oct 16 26,9:15 PM,5,2
S-10,S-02,SKILLED,Oct 16 26,10:00 PM,5,16
S-16,S-02,SKILLED,Oct 16 26,10:45 PM,5,10
S-01,S-15,SKILLED,Oct 16 26,7:00 PM,6,4
S-15,S-04,SKILLED,Oct 16 26,7:45 PM,6,1
S-01,S-04,SKILLED,Oct 16 26,8:30 PM,6,15
S-18,S-14,SKILLED,Oct 16 26,9:15 PM,6,5
S-14,S-05,SKILLED,Oct 16 26,10:00 PM,6,18
S-18,S-05,SKILLED,Oct 16 26,10:45 PM,6,14
A-01,A-15,ADVANCED,Oct 16 26,7:00 PM,7,4
A-15,A-04,ADVANCED,Oct 16 26,7:45 PM,7,1
A-01,A-04,ADVANCED,Oct 16 26,8:30 PM,7,15
A-18,A-14,ADVANCED,Oct 16 26,9:15 PM,7,5
A-14,A-05,ADVANCED,Oct 16 26,10:00 PM,7,18
A-18,A-05,ADVANCED,Oct 16 26,10:45 PM,7,14
A-17,A-06,ADVANCED,Oct 16 26,7:00 PM,8,7
A-06,A-07,ADVANCED,Oct 16 26,7:45 PM,8,17
A-17,A-07,ADVANCED,Oct 16 26,8:30 PM,8,6
A-08,A-09,ADVANCED,Oct 16 26,9:15 PM,8,13
A-09,A-13,ADVANCED,Oct 16 26,10:00 PM,8,8
A-08,A-13,ADVANCED,Oct 16 26,10:45 PM,8,9
C-12,C-03,COMPETITIVE,Oct 16 26,7:00 PM,9,11
C-03,C-11,COMPETITIVE,Oct 16 26,7:45 PM,9,12
C-12,C-11,COMPETITIVE,Oct 16 26,8:30 PM,9,3
C-16,C-10,COMPETITIVE,Oct 16 26,9:15 PM,9,2
C-10,C-02,COMPETITIVE,Oct 16 26,10:00 PM,9,16
C-16,C-02,COMPETITIVE,Oct 16 26,10:45 PM,9,10
C-01,C-15,COMPETITIVE,Oct 16 26,7:00 PM,10,4
C-15,C-04,COMPETITIVE,Oct 16 26,7:45 PM,10,1
C-01,C-04,COMPETITIVE,Oct 16 26,8:30 PM,10,15
C-18,C-14,COMPETITIVE,Oct 16 26,9:15 PM,10,5
C-14,C-05,COMPETITIVE,Oct 16 26,10:00 PM,10,18
C-18,C-05,COMPETITIVE,Oct 16 26,10:45 PM,10,14
C-17,C-06,COMPETITIVE,Oct 16 26,7:00 PM,11,7
C-06,C-07,COMPETITIVE,Oct 16 26,7:45 PM,11,17
C-17,C-07,COMPETITIVE,Oct 16 26,8:30 PM,11,6
C-08,C-09,COMPETITIVE,Oct 16 26,9:15 PM,11,13
C-09,C-13,COMPETITIVE,Oct 16 26,10:00 PM,11,8
C-08,C-13,COMPETITIVE,Oct 16 26,10:45 PM,11,9
S-17,S-06,SKILLED,Oct 16 26,7:00 PM,12,7
S-06,S-07,SKILLED,Oct 16 26,7:45 PM,12,17
S-17,S-07,SKILLED,Oct 16 26,8:30 PM,12,6
S-08,S-09,SKILLED,Oct 16 26,9:15 PM,12,13
S-09,S-13,SKILLED,Oct 16 26,10:00 PM,12,8
S-08,S-13,SKILLED,Oct 16 26,10:45 PM,12,9
I-01,I-01,INTERMEDIATE,Oct 16 26,7:00 PM,13,I11
I-04,I-04,INTERMEDIATE,Oct 16 26,7:45 PM,13,I1
I-01,I-01,INTERMEDIATE,Oct 16 26,8:30 PM,13,I4
I-02,I-02,INTERMEDIATE,Oct 16 26,9:15 PM,13,I10
I-07,I-07,INTERMEDIATE,Oct 16 26,10:00 PM,13,I2
I-02,I-02,INTERMEDIATE,Oct 16 26,10:45 PM,13,I7
I-15,I-15,INTERMEDIATE,Oct 16 26,7:00 PM,14,I14
I-13,I-13,INTERMEDIATE,Oct 16 26,7:45 PM,14,I15
I-15,I-15,INTERMEDIATE,Oct 16 26,8:30 PM,14,I13
I-05,I-05,INTERMEDIATE,Oct 16 26,9:15 PM,14,I6
I-03,I-03,INTERMEDIATE,Oct 16 26,10:00 PM,14,I5
I-05,I-05,INTERMEDIATE,Oct 16 26,10:45 PM,14,I3
R-03,R-08,RECREATIONAL,Oct 16 26,7:00 PM,15,4
R-08,R-04,RECREATIONAL,Oct 16 26,7:45 PM,15,3
R-03,R-04,RECREATIONAL,Oct 16 26,8:30 PM,15,8
I-09,I-09,INTERMEDIATE,Oct 16 26,9:15 PM,15,I12
I-08,I-08,INTERMEDIATE,Oct 16 26,10:00 PM,15,I9
I-09,I-09,INTERMEDIATE,Oct 16 26,10:45 PM,15,I8
R-01,R-09,RECREATIONAL,Oct 16 26,7:00 PM,16,5
R-09,R-05,RECREATIONAL,Oct 16 26,7:45 PM,16,1
R-01,R-05,RECREATIONAL,Oct 16 26,8:30 PM,16,9
R-02,R-07,RECREATIONAL,Oct 16 26,9:15 PM,16,6
R-07,R-06,RECREATIONAL,Oct 16 26,10:00 PM,16,2
R-02,R-06,RECREATIONAL,Oct 16 26,10:45 PM,16,7
E-04,E-03,ELITE,Oct 30 26,7:00 PM,4,5
E-03,E-05,ELITE,Oct 30 26,7:45 PM,4,4
E-04,E-05,ELITE,Oct 30 26,8:30 PM,4,3
E-02,E-01,ELITE,Oct 30 26,9:15 PM,4,6
E-01,E-06,ELITE,Oct 30 26,10:00 PM,4,2
E-02,E-06,ELITE,Oct 30 26,10:45 PM,4,1
P-07,P-05,POWER,Oct 30 26,9:15 PM,2,3
P-05,P-03,POWER,Oct 30 26,10:00 PM,2,7
P-07,P-03,POWER,Oct 30 26,10:45 PM,2,5
P-09,P-04,POWER,Oct 30 26,7:00 PM,3,2
P-04,P-02,POWER,Oct 30 26,7:45 PM,3,9
P-09,P-02,POWER,Oct 30 26,8:30 PM,3,4
P-01,P-08,POWER,Oct 30 26,9:15 PM,3,6
P-08,P-06,POWER,Oct 30 26,10:00 PM,3,1
P-01,P-06,POWER,Oct 30 26,10:45 PM,3,8
A-18,A-02,ADVANCED,Oct 30 26,7:00 PM,1,1
A-02,A-01,ADVANCED,Oct 30 26,7:45 PM,1,18
A-18,A-01,ADVANCED,Oct 30 26,8:30 PM,1,2
A-03,A-17,ADVANCED,Oct 30 26,9:15 PM,1,5
A-17,A-05,ADVANCED,Oct 30 26,10:00 PM,1,3
A-03,A-05,ADVANCED,Oct 30 26,10:45 PM,1,17
S-18,S-02,SKILLED,Oct 30 26,7:00 PM,5,1
S-02,S-01,SKILLED,Oct 30 26,7:45 PM,5,18
S-18,S-01,SKILLED,Oct 30 26,8:30 PM,5,2
S-03,S-17,SKILLED,Oct 30 26,9:15 PM,5,5
S-17,S-05,SKILLED,Oct 30 26,10:00 PM,5,3
S-03,S-05,SKILLED,Oct 30 26,10:45 PM,5,17
S-07,S-12,SKILLED,Oct 30 26,7:00 PM,6,10
S-12,S-10,SKILLED,Oct 30 26,7:45 PM,6,7
S-07,S-10,SKILLED,Oct 30 26,8:30 PM,6,12
S-15,S-08,SKILLED,Oct 30 26,9:15 PM,6,6
S-08,S-06,SKILLED,Oct 30 26,10:00 PM,6,15
S-15,S-06,SKILLED,Oct 30 26,10:45 PM,6,8
A-07,A-12,ADVANCED,Oct 30 26,7:00 PM,7,10
A-12,A-10,ADVANCED,Oct 30 26,7:45 PM,7,7
A-07,A-10,ADVANCED,Oct 30 26,8:30 PM,7,12
A-15,A-08,ADVANCED,Oct 30 26,9:15 PM,7,6
A-08,A-06,ADVANCED,Oct 30 26,10:00 PM,7,15
A-15,A-06,ADVANCED,Oct 30 26,10:45 PM,7,8
A-14,A-04,ADVANCED,Oct 30 26,7:00 PM,8,13
A-04,A-13,ADVANCED,Oct 30 26,7:45 PM,8,14
A-14,A-13,ADVANCED,Oct 30 26,8:30 PM,8,4
A-11,A-09,ADVANCED,Oct 30 26,9:15 PM,8,16
A-09,A-16,ADVANCED,Oct 30 26,10:00 PM,8,11
A-11,A-16,ADVANCED,Oct 30 26,10:45 PM,8,9
C-18,C-02,COMPETITIVE,Oct 30 26,7:00 PM,9,1
C-02,C-01,COMPETITIVE,Oct 30 26,7:45 PM,9,18
C-18,C-01,COMPETITIVE,Oct 30 26,8:30 PM,9,2
C-03,C-17,COMPETITIVE,Oct 30 26,9:15 PM,9,5
C-17,C-05,COMPETITIVE,Oct 30 26,10:00 PM,9,3
C-03,C-05,COMPETITIVE,Oct 30 26,10:45 PM,9,17
C-07,C-12,COMPETITIVE,Oct 30 26,7:00 PM,10,10
C-12,C-10,COMPETITIVE,Oct 30 26,7:45 PM,10,7
C-07,C-10,COMPETITIVE,Oct 30 26,8:30 PM,10,12
C-15,C-08,COMPETITIVE,Oct 30 26,9:15 PM,10,6
C-08,C-06,COMPETITIVE,Oct 30 26,10:00 PM,10,15
C-15,C-06,COMPETITIVE,Oct 30 26,10:45 PM,10,8
C-14,C-04,COMPETITIVE,Oct 30 26,7:00 PM,11,13
C-04,C-13,COMPETITIVE,Oct 30 26,7:45 PM,11,14
C-14,C-13,COMPETITIVE,Oct 30 26,8:30 PM,11,4
C-11,C-09,COMPETITIVE,Oct 30 26,9:15 PM,11,16
C-09,C-16,COMPETITIVE,Oct 30 26,10:00 PM,11,11
C-11,C-16,COMPETITIVE,Oct 30 26,10:45 PM,11,9
S-14,S-04,SKILLED,Oct 30 26,7:00 PM,12,13
S-04,S-13,SKILLED,Oct 30 26,7:45 PM,12,14
S-14,S-13,SKILLED,Oct 30 26,8:30 PM,12,4
S-11,S-09,SKILLED,Oct 30 26,9:15 PM,12,16
S-09,S-16,SKILLED,Oct 30 26,10:00 PM,12,11
S-11,S-16,SKILLED,Oct 30 26,10:45 PM,12,9
I-02,I-02,INTERMEDIATE,Oct 30 26,7:00 PM,13,I3
I-01,I-01,INTERMEDIATE,Oct 30 26,7:45 PM,13,I2
I-02,I-02,INTERMEDIATE,Oct 30 26,8:30 PM,13,I1
I-14,I-14,INTERMEDIATE,Oct 30 26,9:15 PM,13,I8
I-04,I-04,INTERMEDIATE,Oct 30 26,10:00 PM,13,I14
I-14,I-14,INTERMEDIATE,Oct 30 26,10:45 PM,13,I4
I-12,I-12,INTERMEDIATE,Oct 30 26,7:00 PM,14,I13
I-06,I-06,INTERMEDIATE,Oct 30 26,7:45 PM,14,I12
I-12,I-12,INTERMEDIATE,Oct 30 26,8:30 PM,14,I6
I-11,I-11,INTERMEDIATE,Oct 30 26,9:15 PM,14,I15
I-07,I-07,INTERMEDIATE,Oct 30 26,10:00 PM,14,I11
I-11,I-11,INTERMEDIATE,Oct 30 26,10:45 PM,14,I7
I-09,I-09,INTERMEDIATE,Oct 30 26,7:00 PM,15,I10
I-05,I-05,INTERMEDIATE,Oct 30 26,7:45 PM,15,I9
I-09,I-09,INTERMEDIATE,Oct 30 26,8:30 PM,15,I5
R-07,R-05,RECREATIONAL,Oct 30 26,9:15 PM,15,3
R-05,R-03,RECREATIONAL,Oct 30 26,10:00 PM,15,7
R-07,R-03,RECREATIONAL,Oct 30 26,10:45 PM,15,5
R-09,R-04,RECREATIONAL,Oct 30 26,7:00 PM,16,2
R-04,R-02,RECREATIONAL,Oct 30 26,7:45 PM,16,9
R-09,R-02,RECREATIONAL,Oct 30 26,8:30 PM,16,4
R-01,R-08,RECREATIONAL,Oct 30 26,9:15 PM,16,6
R-08,R-06,RECREATIONAL,Oct 30 26,10:00 PM,16,1
R-01,R-06,RECREATIONAL,Oct 30 26,10:45 PM,16,8
E-03,E-01,ELITE,Nov 06 26,7:00 PM,4,5
E-01,E-05,ELITE,Nov 06 26,7:45 PM,4,3
E-03,E-05,ELITE,Nov 06 26,8:30 PM,4,1
E-04,E-02,ELITE,Nov 06 26,9:15 PM,4,6
E-02,E-06,ELITE,Nov 06 26,10:00 PM,4,4
E-04,E-06,ELITE,Nov 06 26,10:45 PM,4,2
P-04,P-06,POWER,Nov 06 26,7:00 PM,2,5
P-06,P-05,POWER,Nov 06 26,7:45 PM,2,4
P-04,P-05,POWER,Nov 06 26,8:30 PM,2,6
P-02,P-03,POWER,Nov 06 26,7:00 PM,3,1
P-03,P-01,POWER,Nov 06 26,7:45 PM,3,2
P-02,P-01,POWER,Nov 06 26,8:30 PM,3,3
P-08,P-09,POWER,Nov 06 26,9:15 PM,3,7
P-09,P-07,POWER,Nov 06 26,10:00 PM,3,8
P-08,P-07,POWER,Nov 06 26,10:45 PM,3,9
A-07,A-08,ADVANCED,Nov 06 26,7:00 PM,1,16
A-08,A-16,ADVANCED,Nov 06 26,7:45 PM,1,7
A-07,A-16,ADVANCED,Nov 06 26,8:30 PM,1,8
A-10,A-04,ADVANCED,Nov 06 26,9:15 PM,1,17
A-04,A-17,ADVANCED,Nov 06 26,10:00 PM,1,10
A-10,A-17,ADVANCED,Nov 06 26,10:45 PM,1,4
S-07,S-08,SKILLED,Nov 06 26,7:00 PM,5,16
S-08,S-16,SKILLED,Nov 06 26,7:45 PM,5,7
S-07,S-16,SKILLED,Nov 06 26,8:30 PM,5,8
S-10,S-04,SKILLED,Nov 06 26,9:15 PM,5,17
S-04,S-17,SKILLED,Nov 06 26,10:00 PM,5,10
S-10,S-17,SKILLED,Nov 06 26,10:45 PM,5,4
S-14,S-09,SKILLED,Nov 06 26,7:00 PM,6,15
S-09,S-15,SKILLED,Nov 06 26,7:45 PM,6,14
S-14,S-15,SKILLED,Nov 06 26,8:30 PM,6,9
S-05,S-11,SKILLED,Nov 06 26,9:15 PM,6,1
S-11,S-01,SKILLED,Nov 06 26,10:00 PM,6,5
S-05,S-01,SKILLED,Nov 06 26,10:45 PM,6,11
A-14,A-09,ADVANCED,Nov 06 26,7:00 PM,7,15
A-09,A-15,ADVANCED,Nov 06 26,7:45 PM,7,14
A-14,A-15,ADVANCED,Nov 06 26,8:30 PM,7,9
A-05,A-11,ADVANCED,Nov 06 26,9:15 PM,7,1
A-11,A-01,ADVANCED,Nov 06 26,10:00 PM,7,5
A-05,A-01,ADVANCED,Nov 06 26,10:45 PM,7,11
A-03,A-13,ADVANCED,Nov 06 26,7:00 PM,8,2
A-13,A-02,ADVANCED,Nov 06 26,7:45 PM,8,3
A-03,A-02,ADVANCED,Nov 06 26,8:30 PM,8,13
A-06,A-18,ADVANCED,Nov 06 26,9:15 PM,8,12
A-18,A-12,ADVANCED,Nov 06 26,10:00 PM,8,6
A-06,A-12,ADVANCED,Nov 06 26,10:45 PM,8,18
C-07,C-08,COMPETITIVE,Nov 06 26,7:00 PM,9,16
C-08,C-16,COMPETITIVE,Nov 06 26,7:45 PM,9,7
C-07,C-16,COMPETITIVE,Nov 06 26,8:30 PM,9,8
C-10,C-04,COMPETITIVE,Nov 06 26,9:15 PM,9,17
C-04,C-17,COMPETITIVE,Nov 06 26,10:00 PM,9,10
C-10,C-17,COMPETITIVE,Nov 06 26,10:45 PM,9,4
C-14,C-09,COMPETITIVE,Nov 06 26,7:00 PM,10,15
C-09,C-15,COMPETITIVE,Nov 06 26,7:45 PM,10,14
C-14,C-15,COMPETITIVE,Nov 06 26,8:30 PM,10,9
C-05,C-11,COMPETITIVE,Nov 06 26,9:15 PM,10,1
C-11,C-01,COMPETITIVE,Nov 06 26,10:00 PM,10,5
C-05,C-01,COMPETITIVE,Nov 06 26,10:45 PM,10,11
C-03,C-13,COMPETITIVE,Nov 06 26,7:00 PM,11,2
C-13,C-02,COMPETITIVE,Nov 06 26,7:45 PM,11,3
C-03,C-02,COMPETITIVE,Nov 06 26,8:30 PM,11,13
